FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
18141,"20,253","53,751","50,092","51,236",11.6,30.7,28.6,29.2
18143,"2,627","7,226","4,547","1,954",16.1,44.2,27.8,11.9
18145,"3,679","13,118","7,971","5,977",12,42.7,25.9,19.4
18147,"1,423","6,465","4,364","2,143",9.9,44.9,30.3,14.9
18149,"2,515","6,636","4,924","1,700",15.9,42.1,31.2,10.8
18151,"2,340","9,048","7,384","4,879",9.9,38.3,31.2,20.6
18153,"1,675","6,652","4,942","1,607",11.3,44.7,33.2,10.8
18155,"1,213","3,495","1,769",711,16.9,48.6,24.6,9.9
18157,"8,638","26,092","30,267","39,360",8.3,25,29,37.7
18159,"1,267","4,480","2,651","2,507",11.6,41.1,24.3,23
18161,573,"2,413","1,188",849,11.4,48,23.7,16.9
18163,"12,694","40,163","38,332","32,555",10.3,32.5,31,26.3
18165,"1,065","4,850","3,596","1,469",9.7,44.2,32.8,13.4
18167,"8,236","22,265","21,677","16,918",11.9,32.2,31.4,24.5
18169,"2,539","9,222","5,954","3,997",11.7,42.5,27.4,18.4
18171,497,"2,541","1,732","1,109",8.5,43.2,29.5,18.9
18173,"2,967","13,321","13,586","12,541",7,31.4,32,29.6
18175,"2,967","8,387","5,327","2,535",15.4,43.6,27.7,13.2
18177,"6,050","17,383","13,946","8,312",13.2,38,30.5,18.2
18179,"1,675","7,525","6,220","3,406",8.9,40,33,18.1
18181,"1,897","6,908","5,084","2,805",11.4,41.4,30.5,16.8
18183,"1,699","9,240","7,469","4,854",7.3,39.7,32.1,20.9
19000,"166,709","648,137","679,510","587,017",8,31.1,32.6,28.2
19001,295,"2,204","1,825",790,5.8,43.1,35.7,15.4
19003,160,"1,056","1,006",478,5.9,39.1,37.3,17.7
19005,"1,196","3,770","2,930","1,792",12.3,38.9,30.2,18.5
19007,815,"3,303","3,276","1,523",9.1,37,36.7,17.1
19009,421,"1,657","1,457",602,10.2,40.1,35.2,14.6
19011,"1,085","6,420","6,167","3,999",6.1,36.3,34.9,22.6
19013,"7,270","25,266","27,185","23,964",8.7,30.2,32.5,28.6
19015,"1,054","5,965","6,871","4,578",5.7,32.3,37.2,24.8
19017,623,"5,277","5,474","4,952",3.8,32.3,33.5,30.3
19019,821,"5,433","4,835","2,875",5.9,38.9,34.6,20.6
19021,"2,840","3,762","3,658","2,506",22.2,29.5,28.7,19.6
19023,760,"3,928","3,893","1,823",7.3,37.8,37.4,17.5
19025,418,"2,557","2,677","1,371",6,36.4,38.1,19.5
19027,892,"5,013","4,823","3,070",6.5,36.3,35,22.2
19029,"1,109","3,568","2,891","1,849",11.8,37.9,30.7,19.6
19031,665,"4,667","4,670","2,981",5.1,35.9,36,23
19033,"2,118","9,449","12,138","6,942",6.9,30.8,39.6,22.7
19035,615,"2,968","2,907","1,766",7.4,35.9,35.2,21.4
19037,645,"3,627","2,650","1,412",7.7,43.5,31.8,16.9
19039,684,"2,601","1,939","1,063",10.9,41.4,30.8,16.9
19041,745,"3,906","4,210","2,584",6.5,34.1,36.8,22.6
19043,"1,113","5,502","3,848","2,166",8.8,43.6,30.5,17.2
19045,"2,924","12,170","11,389","6,235",8.9,37.2,34.8,19.1
19047,"2,481","4,021","3,234","1,428",22.2,36,29,12.8
19049,"2,562","9,851","15,319","27,049",4.7,18,28,49.4
19051,937,"1,888","1,614","1,145",16.8,33.8,28.9,20.5
19053,550,"1,828","1,342","1,143",11.3,37.6,27.6,23.5
19055,"1,030","5,102","3,742","1,964",8.7,43.1,31.6,16.6
19057,"2,321","9,033","10,517","5,636",8.4,32.8,38.2,20.5
19059,535,"3,558","4,609","3,972",4.2,28.1,36.4,31.3
19061,"4,911","21,282","18,703","19,669",7.6,33,29,30.5
19063,615,"2,155","2,390","1,305",9.5,33.3,37,20.2
19065,"1,096","5,375","4,619","2,740",7.9,38.9,33.4,19.8
19067,"1,167","3,700","3,842","2,170",10.7,34,35.3,19.9
19069,672,"2,566","2,629","1,264",9.4,36,36.9,17.7
19071,375,"1,790","1,862",960,7.5,35.9,37.3,19.3
19073,399,"2,486","2,136","1,265",6.3,39.5,34,20.1
19075,500,"2,660","3,047","2,417",5.8,30.8,35.3,28
19077,539,"2,904","2,594","1,486",7.2,38.6,34.5,19.8
19079,691,"3,319","3,985","2,560",6.5,31.4,37.8,24.3
19081,511,"2,827","2,612","1,787",6.6,36.5,33.8,23.1
19083,"1,013","4,169","4,550","2,397",8.4,34.4,37.5,19.8
19085,813,"3,758","3,464","1,862",8.2,38,35,18.8
19087,967,"5,149","4,815","2,744",7.1,37.7,35.2,20.1
19089,613,"2,575","2,186",942,9.7,40.8,34.6,14.9
19091,520,"2,401","2,368","1,393",7.8,35.9,35.4,20.8
19093,315,"1,845","1,743",917,6.5,38.3,36.2,19
19095,696,"4,222","4,145","2,142",6.2,37.7,37,19.1
19097,"1,046","5,705","4,313","2,568",7.7,41.9,31.6,18.8
19099,"1,623","11,010","8,682","4,634",6.3,42.4,33.5,17.9
19101,935,"3,540","4,263","4,030",7.3,27.7,33.4,31.6
19103,"4,100","13,985","22,501","45,730",4.7,16.2,26.1,53
19105,"1,212","5,809","4,905","2,697",8.3,39.7,33.5,18.4
19107,534,"2,948","2,376","1,304",7.5,41.2,33.2,18.2
19109,597,"3,993","4,084","1,944",5.6,37.6,38.5,18.3
19111,"1,913","10,007","8,682","3,829",7.8,41,35.5,15.7
19113,"7,943","40,304","51,481","49,199",5.3,27.1,34.6,33
19115,"1,393","2,812","2,402","1,096",18.1,36.5,31.2,14.2
19117,429,"2,465","2,026","1,010",7.2,41.6,34.2,17
19119,719,"2,776","2,490","1,626",9.4,36.5,32.7,21.4
19121,554,"3,868","3,776","2,569",5.1,35.9,35.1,23.9
19123,"1,317","5,799","4,478","3,334",8.8,38.8,30,22.3
19125,"1,431","7,665","6,814","5,702",6.6,35.5,31.5,26.4
19127,"4,362","9,093","8,156","5,065",16.4,34.1,30.6,19
19129,676,"3,562","3,620","2,442",6.6,34.6,35.1,23.7
19131,737,"2,908","2,363","1,288",10.1,39.9,32.4,17.7
19133,488,"2,541","2,302","1,067",7.6,39.7,36,16.7
19135,639,"2,173","1,644",885,12,40.7,30.8,16.6
19137,700,"2,621","2,505","1,232",9.9,37.1,35.5,17.5
19139,"3,544","9,908","8,817","6,283",12.4,34.7,30.9,22
19141,738,"3,650","3,314","1,910",7.7,38,34.5,19.9
19143,468,"1,648","1,387",772,10.9,38.5,32.4,18.1
19145,"1,014","3,854","3,888","2,374",9.1,34.6,34.9,21.3
19147,410,"1,816","2,473","1,569",6.5,29,39.5,25
19149,"1,180","5,664","6,391","3,528",7,33.8,38.1,21
19151,426,"1,916","1,893",729,8.6,38.6,38.1,14.7
19153,"26,653","77,890","95,824","113,109",8.5,24.8,30.6,36.1
19155,"6,653","20,861","22,180","13,396",10.5,33.1,35.2,21.2
19157,846,"4,531","3,676","3,028",7,37.5,30.4,25.1
19159,268,"1,351","1,140",715,7.7,38.9,32.8,20.6
19161,521,"2,606","2,433","1,441",7.4,37.2,34.8,20.6
19163,"8,215","34,749","36,288","37,088",7.1,29.9,31.2,31.9
19165,665,"2,976","2,895","1,719",8.1,36.1,35.1,20.8
19167,"1,885","6,450","6,449","5,785",9.2,31.4,31.4,28.1
19169,"1,474","9,002","14,101","25,714",2.9,17.9,28,51.1
19171,"1,053","4,654","4,045","1,875",9.1,40,34.8,16.1
19173,422,"1,691","1,559",642,9.8,39.2,36.1,14.9
19175,829,"3,078","3,122","1,461",9.8,36.3,36.8,17.2
19177,505,"2,048","1,758",710,10.1,40.8,35,14.1
19179,"2,904","8,591","8,258","4,322",12.1,35.7,34.3,18
19181,"1,397","9,806","10,861","10,241",4.3,30.4,33.6,31.7
19183,"1,336","5,888","4,537","3,214",8.9,39.3,30.3,21.5
19185,484,"1,951","1,361",566,11.1,44.7,31.2,13
19187,"2,274","8,433","9,181","4,857",9.2,34.1,37.1,19.6
19189,591,"2,398","2,604","1,612",8.2,33.3,36.1,22.4
19191,716,"4,397","4,332","3,989",5.3,32.7,32.2,29.7
19193,"8,688","21,064","20,583","15,047",13.3,32.2,31.5,23
19195,380,"1,962","2,107",819,7.2,37.2,40,15.5
19197,725,"3,187","3,404","1,573",8.2,35.9,38.3,17.7
20000,"175,719","492,819","603,061","623,076",9.3,26,31.8,32.9
20001,697,"2,918","3,222","1,757",8.1,34,37.5,20.4
20003,454,"2,161","1,682",913,8.7,41.5,32.3,17.5
20005,761,"3,785","3,311","2,208",7.6,37.6,32.9,21.9
20007,280,"1,151","1,265",605,8.5,34.9,38.3,18.3
20009,"2,052","5,856","6,822","3,319",11.4,32.4,37.8,18.4
20011,846,"2,948","3,802","1,972",8.8,30.8,39.7,20.6
20013,484,"2,355","2,278","1,425",7.4,36,34.8,21.8
20015,"3,250","11,557","16,109","12,644",7.5,26.5,37,29
20017,185,503,741,394,10.1,27.6,40.6,21.6
20019,310,870,855,411,12.7,35.6,35,16.8
20021,"1,535","4,674","5,071","2,661",11,33.5,36.4,19.1
20023,124,577,708,503,6.5,30.2,37,26.3
20025,91,389,487,445,6.4,27.5,34.5,31.5
20027,397,"1,688","2,044","1,542",7,29.8,36,27.2
20029,520,"1,855","2,335","1,367",8.6,30.5,38.4,22.5
20031,394,"1,948","2,160","1,337",6.7,33.4,37,22.9
20033,92,418,528,237,7.2,32.8,41.4,18.6
20035,"2,370","7,201","9,136","4,718",10.1,30.7,39,20.1
20037,"2,122","6,598","7,759","6,880",9.1,28.2,33.2,29.5
20039,188,702,763,507,8.7,32.5,35.3,23.5
20041,"1,226","4,397","4,590","2,893",9.4,33.5,35,22.1
20043,505,"1,824","1,756",980,10,36,34.7,19.3
20045,"3,066","12,342","18,581","34,502",4.5,18,27.1,50.4
20047,329,571,820,375,15.7,27.3,39.1,17.9
20049,250,764,595,284,13.2,40.4,31.4,15
20051,"1,273","4,617","5,480","6,079",7.3,26.5,31.4,34.8
20053,400,"1,544","1,675",925,8.8,34,36.9,20.4
20055,"6,275","4,676","6,959","3,686",29.1,21.7,32.2,17.1
20057,"5,830","5,085","5,918","3,605",28.5,24.9,29,17.6
20059,"1,261","6,615","5,812","3,315",7.4,38.9,34.2,19.5
20061,"1,109","4,853","8,590","4,072",6,26.1,46.1,21.9
20063,167,650,670,436,8.7,33.8,34.8,22.7
20065,168,665,569,499,8.8,35,29.9,26.2
20067,"1,201","1,264","1,368",697,26.5,27.9,30.2,15.4
20069,867,843,"1,280",795,22.9,22.3,33.8,21
20071,100,227,228,227,12.8,29,29.2,29
20073,375,"1,544","1,670",877,8.4,34.6,37.4,19.6
20075,354,555,385,288,22.4,35.1,24.3,18.2
20077,377,"1,576","1,311",674,9.6,40,33.3,17.1
20079,"2,048","5,958","7,602","7,027",9,26.3,33.6,31
20081,769,466,851,405,30.9,18.7,34.2,16.3
20083,123,271,542,371,9.4,20.7,41.5,28.4
20085,496,"3,522","3,064","1,921",5.5,39.1,34,21.3
20087,858,"5,350","4,121","2,899",6.5,40.4,31.2,21.9
20089,132,932,763,372,6,42.4,34.7,16.9
20091,"16,315","56,713","102,989","217,617",4.1,14.4,26.2,55.3
20093,617,634,752,378,25.9,26.6,31.6,15.9
20095,315,"1,675","2,005","1,273",6,31.8,38.1,24.2
20097,168,454,550,453,10.3,27.9,33.8,27.9
20099,"1,663","4,517","5,210","2,462",12,32.6,37.6,17.8
20101,50,367,461,242,4.5,32.8,41.2,21.6
20103,"4,384","15,510","17,068","17,127",8.1,28.7,31.6,31.7
20105,137,686,849,488,6.3,31.8,39.3,22.6
20107,744,"2,615","2,342","1,086",11,38.5,34.5,16
20109,159,565,859,338,8.3,29.4,44.7,17.6
20111,"2,326","6,163","6,020","5,460",11.6,30.9,30.1,27.3
20113,"1,681","5,272","6,767","5,600",8.7,27.3,35,29
20115,754,"2,549","2,884","2,068",9.1,30.9,34.9,25.1
20117,505,"2,981","2,125","1,282",7.3,43.2,30.8,18.6
20119,481,796,914,552,17.5,29,33.3,20.1
20121,955,"7,220","8,043","6,200",4.3,32.2,35.9,27.7
20123,179,"1,366","1,581","1,056",4.3,32.7,37.8,25.3
20125,"2,502","6,455","9,201","4,051",11.3,29.1,41.4,18.2
20127,402,"1,493","1,324",812,10,37,32.8,20.1
20129,265,580,715,322,14.1,30.8,38,17.1
20131,436,"2,575","1,998","1,624",6.6,38.8,30.1,24.5
20133,910,"3,374","4,242","2,217",8.5,31.4,39.5,20.6
20135,197,731,831,409,9.1,33.7,38.3,18.9
20137,424,"1,467","1,479",636,10.6,36.6,36.9,15.9
20139,968,"4,299","3,663","2,039",8.8,39.2,33.4,18.6
20141,193,899,909,598,7.4,34.6,35,23
20143,240,"1,500","1,402",963,5.8,36.5,34.2,23.5
20145,618,"1,492","1,978",949,12.3,29.6,39.3,18.8
20147,278,"1,357","1,282",836,7.4,36.2,34.2,22.3
20149,787,"4,357","4,644","5,149",5.3,29.2,31.1,34.5
20151,485,"1,541","2,436","1,748",7.8,24.8,39.2,28.1
20153,96,565,730,465,5.2,30.4,39.3,25.1
20155,"5,247","12,061","17,042","8,881",12.1,27.9,39.4,20.5
20157,169,"1,131","1,333",855,4.8,32.4,38.2,24.5
20159,574,"1,805","2,453","1,463",9.1,28.7,39,23.2
20161,"1,601","7,013","11,825","17,403",4.2,18.5,31.2,46
20163,358,"1,123","1,249",862,10,31.3,34.8,24
20165,252,609,883,525,11.1,26.8,38.9,23.1
20167,538,"1,420","1,893","1,349",10.3,27.3,36.4,25.9
20169,"3,419","11,501","12,420","9,701",9.2,31,33.5,26.2
20171,506,922,971,794,15.8,28.9,30.4,24.9
20173,"35,357","86,432","106,544","102,042",10.7,26.2,32.2,30.9
20175,"4,164","4,008","3,459","1,459",31.8,30.6,26.4,11.1
20177,"9,572","37,674","36,044","37,093",8,31.3,29.9,30.8
20179,99,607,730,390,5.4,33.2,40,21.4
20181,295,"1,280","1,674",768,7.3,31.9,41.7,19.1
20183,185,"1,010","1,038",527,6.7,36.6,37.6,19.1
20185,279,884,"1,059",697,9.6,30.3,36.3,23.9
20187,247,410,440,262,18.2,30.2,32.4,19.3
20189,719,"1,028","1,409",440,20,28.6,39.2,12.2
20191,"1,213","5,346","5,628","3,477",7.7,34.1,35.9,22.2
20193,243,"1,276","2,209","1,275",4.9,25.5,44.2,25.5
20195,140,642,839,478,6.7,30.6,40,22.8
20197,228,"1,636","1,766","1,105",4.8,34.6,37.3,23.3
20199,73,298,388,339,6.6,27.1,35.3,30.9
20201,362,"1,461","1,273",788,9.3,37.6,32.8,20.3
20203,209,435,532,314,14,29.2,35.7,21.1
20205,770,"2,140","2,297",878,12.7,35.2,37.7,14.4
20207,275,851,894,314,11.8,36.5,38.3,13.5
20209,"21,680","33,783","30,238","18,048",20.9,32.6,29.1,17.4
21000,"429,573","991,791","873,037","709,603",14.3,33,29.1,23.6
21001,"2,813","5,066","3,072","2,125",21.5,38.7,23.5,16.3
21003,"2,704","5,610","3,814","2,067",19,39.5,26.9,14.6
21005,"1,714","5,599","4,826","3,093",11.3,36.8,31.7,20.3
21007,837,"2,135","1,940",756,14.8,37.7,34.2,13.3
21009,"5,084","12,349","7,487","4,757",17.1,41.6,25.2,16
21011,"1,878","3,454","1,864","1,015",22.9,42.1,22.7,12.4
21013,"5,832","7,392","4,204","1,713",30.5,38.6,22,8.9
21015,"6,092","23,606","28,180","26,756",7.2,27.9,33.3,31.6
21017,"2,098","5,232","4,055","2,647",15,37.3,28.9,18.9
21019,"3,933","11,146","12,289","6,928",11.5,32.5,35.8,20.2
21021,"2,561","6,910","5,791","4,671",12.8,34.7,29.1,23.4
21023,854,"2,485","1,533",775,15.1,44,27.1,13.7
21025,"2,409","3,364","2,148","1,323",26.1,36.4,23.2,14.3
21027,"2,486","6,237","3,717","1,546",17.8,44.6,26.6,11.1
21029,"6,587","22,840","17,696","7,812",12,41.6,32.2,14.2
21031,"1,970","3,844","2,049","1,132",21.9,42.7,22.8,12.6
21033,"1,090","4,138","2,390","1,376",12.1,46,26.6,15.3
21035,"2,628","7,784","6,638","6,974",10.9,32.4,27.6,29
21037,"5,834","18,926","17,250","21,203",9.2,29.9,27.3,33.5
21039,630,"1,238","1,023",504,18.6,36.5,30.1,14.8
21041,"1,597","3,017","1,932",634,22.2,42,26.9,8.8
21043,"4,071","7,452","4,541","2,540",21.9,40.1,24.4,13.7
21045,"2,745","4,217","2,559","1,466",25,38.4,23.3,13.3
21047,"5,758","13,172","14,966","7,111",14,32.1,36.5,17.3
21049,"3,658","8,732","7,689","5,037",14.6,34.8,30.6,20.1
21051,"5,238","5,009","3,015","1,398",35.7,34.2,20.6,9.5
21053,"1,907","2,745","1,708",718,26.9,38.8,24.1,10.1
21055,"1,097","2,723","1,784",847,17,42.2,27.7,13.1
21057,893,"1,966","1,248",618,18.9,41.6,26.4,13.1
21059,"6,739","23,341","21,797","15,403",10,34.7,32.4,22.9
21061,"1,830","3,658","2,289",938,21,42,26.3,10.8
21063,"1,216","2,420","1,440",462,22,43.7,26,8.3
21065,"2,586","4,649","1,977","1,015",25.3,45.5,19.3,9.9
21067,"18,841","41,328","57,520","88,572",9.1,20,27.9,42.9
21069,"2,112","3,758","2,708","1,243",21.5,38.3,27.6,12.7
21071,"6,806","9,305","6,939","2,908",26.2,35.8,26.7,11.2
21073,"3,866","10,781","10,118","10,514",11,30.6,28.7,29.8
21075,950,"1,696","1,140",579,21.8,38.9,26.1,13.3
21077,"1,100","2,693","1,337",676,18.9,46.4,23,11.6
21079,"2,471","4,508","3,253","2,065",20.1,36.7,26.5,16.8
21081,"2,158","7,759","3,854","2,172",13.5,48.7,24.2,13.6
21083,"3,716","9,954","7,511","4,114",14.7,39.4,29.7,16.3
21085,"3,547","7,418","4,987","1,858",19.9,41.7,28,10.4
21087,"1,922","3,200","1,879",951,24.2,40.2,23.6,12
21089,"2,957","9,361","8,724","4,373",11.6,36.8,34.3,17.2
21091,875,"2,480","1,809",636,15.1,42.8,31.2,11
21093,"6,726","21,481","26,300","16,317",9.5,30.3,37.1,23
21095,"5,363","6,559","4,927","2,036",28.4,34.7,26.1,10.8
21097,"2,141","5,199","3,647","1,913",16.6,40.3,28.3,14.8
21099,"3,057","5,074","2,942","1,477",24.4,40.4,23.4,11.8
21101,"4,222","11,379","10,640","5,706",13.2,35.6,33.3,17.9
21103,"1,707","4,544","3,237","1,316",15.8,42.1,30,12.2
21105,713,"1,295",702,577,21.7,39.4,21.4,17.6
21107,"4,278","13,186","9,210","5,069",13.5,41.5,29,16
21109,"2,390","3,968","1,823","1,136",25.7,42.6,19.6,12.2
21111,"52,841","141,834","160,800","172,885",10,26.8,30.4,32.7
21113,"4,540","10,374","9,202","10,077",13.3,30.3,26.9,29.5
21115,"3,139","5,586","4,936","2,399",19.5,34.8,30.7,14.9
21117,"11,506","32,033","34,180","34,021",10.3,28.7,30.6,30.4
21119,"2,869","3,458","2,974","1,382",26.9,32.4,27.8,12.9
21121,"5,836","7,994","4,501","2,772",27.7,37.9,21.3,13.1
21123,"1,742","3,978","3,185",998,17.6,40.2,32.2,10.1
21125,"7,787","16,772","11,204","5,539",18.9,40.6,27.1,13.4
21127,"2,717","4,669","2,420","1,087",24.9,42.9,22.2,10
21129,"1,443","1,812","1,114",504,29.6,37.2,22.9,10.3
21131,"2,208","2,864","1,622",718,29.8,38.6,21.9,9.7
21133,"4,005","6,056","4,216","1,893",24.8,37.5,26.1,11.7
21135,"2,497","3,825","2,136","1,048",26.3,40.2,22.5,11
21137,"3,673","7,391","3,947","1,874",21.8,43.8,23.4,11.1
21139,"1,095","2,969","1,852",759,16.4,44.5,27.7,11.4
21141,"2,888","8,029","4,690","2,755",15.7,43.7,25.5,15
21143,770,"2,625","1,962","1,014",12.1,41.2,30.8,15.9
21145,"4,695","13,823","16,130","11,302",10.2,30.1,35.1,24.6
21147,"3,146","5,285","3,084",851,25.4,42.7,24.9,6.9
21149,818,"2,643","2,167",770,12.8,41.3,33.9,12
21151,"7,115","15,231","15,747","16,727",13,27.8,28.7,30.5
21153,"2,723","2,882","2,364",857,30.9,32.7,26.8,9.7
21155,"2,554","5,573","3,206","1,725",19.6,42.7,24.6,13.2
21157,"2,770","8,544","7,108","4,270",12.2,37.7,31.3,18.8
21159,"2,292","3,312","2,120",714,27.2,39.3,25.1,8.5
21161,"1,696","4,423","3,412","2,214",14.4,37.7,29.1,18.9
21163,"2,274","6,629","6,898","3,526",11.8,34.3,35.7,18.2
21165,"1,103","2,043",990,527,23.7,43.8,21.2,11.3
21167,"2,223","5,773","4,386","2,633",14.8,38.4,29.2,17.5
21169,"1,615","2,586","1,872",918,23.1,37,26.8,13.1
21171,"1,900","2,999","1,592",961,25.5,40.2,21.4,12.9
21173,"2,899","7,696","5,193","3,079",15.4,40.8,27.5,16.3
21175,"2,622","3,650","2,229","1,340",26.6,37.1,22.7,13.6
21177,"4,226","9,412","5,708","2,417",19.4,43.2,26.2,11.1
21179,"3,290","11,805","10,161","5,236",10.8,38.7,33.3,17.2
21181,"1,092","2,051","1,193",492,22.6,42.5,24.7,10.2
21183,"2,927","7,014","4,268","2,180",17.9,42.8,26,13.3
21185,"2,653","9,176","13,138","18,211",6.1,21.3,30.4,42.2
21187,"1,282","3,693","1,673",731,17.4,50,22.7,9.9
21189,961,"1,152",498,504,30.9,37,16,16.2
21191,"1,723","4,365","2,808","1,130",17.2,43.5,28,11.3
21193,"4,385","6,574","5,599","2,333",23.2,34.8,29.6,12.3
21195,"10,198","16,434","10,511","5,574",23.9,38.5,24.6,13
21197,"1,639","3,527","1,993","1,232",19.5,42,23.8,14.7
21199,"8,143","16,921","12,985","6,896",18.1,37.6,28.9,15.3
21201,337,518,432,245,22,33.8,28.2,16
21203,"2,655","5,175","2,780","1,262",22.4,43.6,23.4,10.6
21205,"2,303","4,140","3,837","3,731",16.4,29.5,27.4,26.6
21207,"3,059","4,523","3,291","1,604",24.5,36.3,26.4,12.9
21209,"3,343","10,611","10,928","9,955",9.6,30.5,31.4,28.6
21211,"4,683","9,873","9,544","7,714",14.7,31,30,24.2
21213,"1,720","5,446","3,294","1,732",14.1,44.7,27,14.2
21215,"1,299","4,460","4,381","2,564",10.2,35.1,34.5,20.2
21217,"2,354","6,530","4,469","3,175",14.2,39.5,27,19.2
21219,"1,805","3,156","2,126","1,051",22.2,38.8,26.1,12.9
21221,"1,296","3,215","4,018","1,735",12.6,31.3,39.1,16.9
21223,959,"2,846","1,500",720,15.9,47.2,24.9,12
21225,"1,206","4,385","2,913","1,056",12.6,45.9,30.5,11
21227,"9,417","21,486","22,249","23,437",12.3,28.1,29,30.6
21229,"1,352","3,399","1,899","1,434",16.7,42,23.5,17.7
21231,"4,115","5,482","3,179","1,879",28.1,37.4,21.7,12.8
21233,"1,687","4,177","2,310",892,18.6,46.1,25.5,9.8
21235,"4,686","8,615","5,345","4,424",20.3,37.3,23.2,19.2
21237,"1,521","1,909","1,233",386,30.1,37.8,24.4,7.6
21239,"1,969","4,978","5,217","5,964",10.9,27.5,28.8,32.9
22000,"471,960","1,055,768","842,620","737,593",15.2,34,27.1,23.7
22001,"8,911","16,807","9,640","5,458",21.8,41.2,23.6,13.4
22003,"3,607","7,699","4,353","2,283",20.1,42.9,24.3,12.7
22005,"9,106","25,345","22,799","20,953",11.6,32.4,29.2,26.8
22007,"4,103","6,798","3,049","1,589",26.4,43.7,19.6,10.2
22009,"6,714","10,804","6,909","3,358",24.2,38.9,24.9,12.1
22011,"3,741","9,302","7,112","4,281",15.3,38.1,29.1,17.5
22013,"1,620","3,951","2,727","1,174",17.1,41.7,28.8,12.4
22015,"8,850","24,400","28,335","21,240",10.7,29.5,34.2,25.6
22017,"22,427","55,797","49,381","39,232",13.4,33.4,29.6,23.5
22019,"17,857","44,680","40,708","28,968",13.5,33.8,30.8,21.9
22021,"1,600","2,934","1,293",964,23.6,43.2,19,14.2
22023,869,"1,857","1,507",558,18.1,38.8,31.5,11.6
22025,"1,607","2,856","1,475",785,23.9,42.5,21.9,11.7
22027,"2,234","4,923","2,978","1,742",18.8,41.4,25.1,14.7
22029,"3,070","5,559","3,077","1,711",22.9,41.4,22.9,12.8
22031,"3,249","7,887","4,679","2,619",17.6,42.8,25.4,14.2
22033,"27,246","76,449","79,005","96,897",9.7,27.3,28.3,34.7
22035,"1,518","1,872","1,021",409,31.5,38.8,21.2,8.5
22037,"2,882","6,059","3,521","1,796",20.2,42.5,24.7,12.6
22039,"5,461","8,586","4,766","2,773",25.3,39.8,22.1,12.8
22041,"3,184","5,753","2,874","1,599",23.7,42.9,21.4,11.9
22043,"2,914","6,938","4,748","1,332",18.3,43.5,29.8,8.4
22045,"10,053","20,212","10,941","5,994",21.3,42.8,23.2,12.7
22047,"4,830","9,269","5,537","3,330",21,40.4,24.1,14.5
22049,"2,269","4,836","2,561","1,515",20.3,43.3,22.9,13.5
22051,"44,549","95,090","85,657","79,756",14.6,31.2,28.1,26.1
22053,"3,918","8,641","4,873","3,301",18.9,41.7,23.5,15.9
22055,"19,959","48,248","40,286","51,339",12.5,30.2,25.2,32.1
22057,"15,007","26,613","13,649","10,968",22.7,40.2,20.6,16.6
22059,"2,294","4,199","2,326","1,221",22.8,41.8,23.2,12.2
22061,"2,995","7,013","6,331","9,384",11.6,27.3,24.6,36.5
22063,"13,107","35,380","25,720","16,593",14.4,39,28.3,18.3
22065,"1,920","2,972","1,776",959,25.2,39,23.3,12.6
22067,"3,518","7,641","3,891","2,249",20.3,44.2,22.5,13
22069,"3,123","8,097","7,787","4,129",13.5,35,33.7,17.8
22071,"38,030","63,015","72,498","101,120",13.8,22.9,26.4,36.8
22073,"13,796","34,179","28,391","24,462",13.7,33.9,28.2,24.3
22075,"2,608","5,277","4,408","2,994",17.1,34.5,28.8,19.6
22077,"3,054","6,221","3,839","2,350",19.7,40.2,24.8,15.2
22079,"12,774","32,580","23,640","17,832",14.7,37.5,27.2,20.5
22081,"1,213","2,349","1,497",818,20.6,40,25.5,13.9
22083,"2,806","5,576","3,483","1,856",20.5,40.6,25.4,13.5
22085,"2,420","7,659","4,264","2,163",14.7,46.4,25.8,13.1
22087,"5,223","11,054","9,701","3,643",17.6,37.3,32.8,12.3
22089,"3,663","12,176","10,662","8,479",10.5,34.8,30.5,24.2
22091,"1,781","2,930","1,593","1,017",24.3,40,21.8,13.9
22093,"2,148","6,252","4,085","2,088",14.7,42.9,28,14.3
22095,"3,969","10,907","9,168","4,682",13.8,38,31.9,16.3
22097,"12,844","21,964","11,248","7,592",23.9,40.9,21,14.2
22099,"6,852","15,071","8,744","5,175",19.1,42,24.4,14.4
22101,"6,521","17,443","7,247","3,690",18.7,50,20.8,10.6
22103,"16,752","45,120","52,208","57,516",9.8,26.3,30.4,33.5
22105,"14,072","31,892","22,019","16,366",16.7,37.8,26.1,19.4
22107,706,"1,492",636,334,22.3,47.1,20.1,10.5
22109,"15,876","28,539","17,822","11,644",21.5,38.6,24.1,15.8
22111,"2,241","7,338","3,716","2,276",14.4,47.1,23.9,14.6
22113,"8,494","16,478","8,767","5,594",21.6,41.9,22.3,14.2
22115,"3,929","11,496","10,116","5,173",12.8,37.4,32.9,16.8
22117,"7,126","13,475","7,158","3,689",22.7,42.8,22.8,11.7
22119,"4,579","11,355","7,257","4,130",16.8,41.6,26.6,15.1
22121,"2,605","6,735","4,440","3,577",15,38.8,25.6,20.6
22123,"1,683","3,349","1,713",968,21.8,43.4,22.2,12.6
22125,"1,981","3,927","2,663","2,439",18,35.7,24.2,22.2
