state,county,category,change,changecalc,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
Ohio,Summit County,Workplace,-39,-40.88582333333333,0.868,3.021,2.392,1.358,0.956,1.53,1.591,1.03,2.472,1.399,-0.079,-1.209,-1.864,-4.689,-3.362,-6.317,-19.824,-27.763,-31.757,-34.631,-36.09,-27.872,-30.007,-41.979,-51.001,-51.362,-51.779,-50.492,-40.235,-37.217,-51.343,-52.733,-52.981,-52.721,-51.434,-38.988,-38.59,-51.607,-53.638,-54.249,-54.35,-58.866,-40.886
Ohio,Summit County,Residential,13,13.240643333333336,-0.836,-1.581,0.584,-0.747,-0.749,-0.958,0.501,-1.07,-2.148,-0.411,0.414,0.493,0.968,3.209,4.344,3.035,8.686,11.246,12.901,15.024,17.023,12.69,8.482,17.285,21.191,20.381,20.959,22.863,15.957,10.201,20.952,20.841,20.654,21.038,21.857,12.791,10.93,19.51,20.552,18.696,22.119,25.43,13.241
Ohio,Trumbull County,Retail & recreation,-38,-39.21971666666667,6.403,23.916,13.501,15.236,14.194,14.703,2.705,10.005,19.923,15.111,6.394,10.01,11.235,-3.799,-12.749,-5.55,-7.927,-22.539,-24.399,-26.994,-34.226,-45.308,-34.456,-31.873,-49.182,-43.09,-37.663,-42.828,-54.513,-37.371,-38.81,-37.577,-29.717,-32.347,-34.378,-43.193,-40.565,-31.997,-40.064,-31.047,-35.024,-40.001,-39.22
Ohio,Trumbull County,Grocery & pharmacy,8,8.580201666666673,4.215,20.504,4.413,7.902,8.6,13.683,-2.724,7.602,15.561,5.412,5.608,19.833,48.994,20.833,14.601,28.193,35.388,13.085,15.708,16.331,3.092,-4.892,5.767,-4.08,-22.686,-14.919,-8.828,-15.607,-24.386,-9.337,-17.986,-10.706,2.106,1.589,0.221,-4.29,-9.245,-7.244,-10.281,-1.843,1.677,-5.3,8.58
Ohio,Trumbull County,Parks,87,90.20618516666667,21.478,44.461,49.342,28.617,24.699,43.683,27.847,52.62,132.114,143.914,21.749,24.699,73.925,55.693,42.955,66.057,90.461,33.196,35.438,40.323,33.003,18.256,66.057,30.154,-10.302,33.29,63.844,38.16,-6.443,83.841,17.818,8.013,26.847,56.004,70.132,131.014,53.354,115.132,32.051,67.655,16.801,11.345,90.206
Ohio,Trumbull County,Transit stations,-19,-19.499181666666665,4.618,10.851,-1.286,3.655,2.934,5.322,-1.538,12.828,19.531,7.287,-1.827,6.969,6.083,0.769,11.802,13.563,3.429,,0.734,0.38,-5.381,-2.053,1.085,-3.429,-5.482,-2.567,-8.744,-10.763,-13.855,-12.478,-10.288,-9.137,-14.305,-13.306,-18.066,-16.933,-22.786,-11.574,-14.62,-10.27,-16.347,-26.907,-19.499
Ohio,Trumbull County,Workplace,-37,-38.440856666666676,-2.151,3.302,3.503,3.172,1.867,2.5,1.775,1.21,,2.814,0.111,0.879,0.778,-7.335,-5.78,-7.264,-13.093,-20.588,-24.216,-26.167,-27.506,-24.597,-21.956,-31.813,-40.676,-41.129,-41.556,-42.589,-34.543,-31.366,-42.666,-44.071,-44.698,-45.0,-45.015,-36.021,-36.153,-42.436,-45.016,-45.467,-47.167,-56.313,-38.441
Ohio,Trumbull County,Residential,12,12.334836666666671,-0.48,-2.092,0.677,-0.353,-0.705,-1.351,-0.099,-1.26,-2.702,-0.631,1.281,-0.157,-0.77,3.189,3.623,2.372,5.862,8.768,9.845,10.896,13.479,11.187,7.675,13.999,17.46,16.505,15.814,18.168,14.589,8.521,16.893,17.061,16.556,16.776,18.022,11.792,9.79,15.585,17.613,15.798,18.292,22.914,12.335
Ohio,Tuscarawas County,Retail & recreation,-35,-36.44861833333333,12.689,20.114,10.706,17.204,13.032,14.228,7.203,16.509,20.021,13.31,8.179,13.495,11.986,-0.204,-5.244,-4.89,-15.046,-27.17,-28.838,-29.663,-36.013,-43.182,-29.432,-30.575,-50.579,-43.349,-39.321,-45.39,-49.85,-32.477,-41.281,-38.733,-35.308,-35.786,-37.984,-42.858,-40.227,-31.925,-39.768,-32.627,-36.993,-39.75,-36.449
Ohio,Tuscarawas County,Grocery & pharmacy,9,9.009863333333334,9.168,10.866,8.067,11.251,3.194,7.154,-1.349,7.903,12.74,6.313,5.626,11.002,34.199,26.229,21.023,26.042,32.442,11.977,6.388,9.422,-0.6,-3.952,5.058,1.403,-24.862,-17.746,-13.261,-17.536,-20.391,-12.365,-15.783,-12.159,-9.05,-3.839,-4.347,-1.739,-12.365,-6.313,-10.707,-3.194,-3.839,-4.496,9.01
Ohio,Tuscarawas County,Workplace,-35,-36.03439333333334,-0.303,3.901,3.468,2.696,3.146,2.312,0.514,0.303,1.561,3.097,0.858,0.726,1.825,-2.701,-1.211,-5.462,-13.872,-17.77,-21.414,-23.364,-27.649,-21.802,-21.458,-28.24,-39.951,-40.65,-41.618,-42.052,-34.218,-32.772,-37.53,-38.603,-39.078,-39.184,-40.381,-31.189,-30.041,-38.025,-39.583,-40.045,-41.01,-54.655,-36.034
Ohio,Tuscarawas County,Residential,12,11.98036166666667,-1.735,-2.372,0.521,-0.463,-0.292,-1.211,0.737,-1.671,-1.821,-0.182,0.517,0.368,-0.329,1.803,3.565,2.618,6.486,8.94,10.425,11.236,13.43,11.533,7.448,13.38,16.93,16.969,16.412,18.489,13.961,8.637,16.47,16.162,16.622,16.367,17.334,10.947,9.76,14.922,17.028,14.636,17.398,23.171,11.98
Ohio,Union County,Retail & recreation,-38,-39.0625,16.757,18.49,5.744,15.319,12.354,15.969,3.299,14.606,15.526,9.625,18.866,16.624,26.518,14.258,-10.53,-10.163,-3.26,-15.48,-23.03,-25.785,-28.988,-37.251,-38.392,-29.651,-49.665,-44.686,-42.048,-46.427,-49.479,-48.131,-40.828,-36.12,-40.721,-36.187,-38.414,-42.006,-51.519,-37.258,-39.99,-35.383,-39.117,-39.357,-39.062
Ohio,Union County,Grocery & pharmacy,1,0.8095866666666633,7.016,11.507,4.976,7.986,10.622,10.219,-4.444,4.858,5.753,5.971,11.458,18.846,47.139,35.833,12.684,17.866,45.78,28.819,20.217,18.46,6.944,-3.778,-3.028,5.971,-25.347,-16.105,-10.219,-16.667,-18.89,-22.408,-14.928,-3.125,-11.65,-0.989,-2.778,-12.414,-24.982,-8.957,-12.153,-5.14,-3.956,-0.556,0.81
Ohio,Union County,Workplace,-40,-42.06731166666667,-5.342,3.501,3.187,2.541,2.726,2.752,1.657,8.681,0.875,1.593,0.195,0.779,,-2.692,0.668,-4.377,-23.701,-31.27,-34.463,-38.325,-41.418,-35.39,-32.388,-51.984,-60.194,-60.164,-59.552,-60.263,-41.4,-36.765,-58.756,-60.78,-59.19,-59.945,-59.435,-42.735,-36.765,-59.951,-61.562,-60.553,-62.107,-64.819,-42.067
Ohio,Van Wert County,Retail & recreation,-25,-8.771928333333333,10.504,23.026,5.342,10.195,21.619,7.684,9.813,9.629,23.026,6.232,12.855,23.585,32.445,33.213,19.695,36.184,52.528,0.443,24.568,14.515,21.135,12.255,17.544,11.574,-36.791,-19.654,-28.176,-28.684,-23.634,-26.316,-14.69,-27.926,2.948,-13.661,1.51,-5.252,-8.772,,,,,,
Ohio,Van Wert County,Workplace,-34,-35.686735000000006,4.823,14.719,3.472,3.431,1.822,5.979,2.995,4.823,13.587,3.788,1.248,2.43,5.35,-2.33,-1.929,2.264,-8.207,-14.97,-19.74,-18.253,-22.63,-9.645,-21.513,-28.093,-36.801,-41.606,-38.708,-40.934,-17.361,-28.306,-39.141,-39.92,-42.821,-39.338,-40.934,-22.184,-27.174,-37.563,-38.985,-39.784,-40.282,-53.914,-35.687
Ohio,Warren County,Retail & recreation,-45,-47.14372,20.405,21.754,3.564,14.276,11.302,9.669,3.437,22.546,19.988,6.119,8.106,10.749,11.753,2.029,-16.19,-13.031,-19.544,-25.255,-32.858,-34.87,-36.783,-48.459,-45.274,-36.118,-52.416,-45.675,-45.957,-50.174,-51.894,-49.02,-41.881,-42.858,-42.267,-41.983,-41.7,-48.192,-54.826,-44.376,-41.346,-39.936,-42.622,-42.774,-47.144
Ohio,Warren County,Grocery & pharmacy,5,5.246486666666665,8.776,13.839,4.267,13.062,12.057,12.375,2.704,11.256,11.693,5.828,9.963,22.484,49.931,39.82,18.887,26.819,35.798,23.247,16.076,19.262,8.207,0.191,5.686,4.267,-18.376,-15.315,-9.362,-16.413,-14.69,-18.023,-16.858,-11.18,-7.603,-4.197,-3.45,-8.49,-18.881,-11.967,-9.631,-4.562,-1.722,-2.611,5.246
Ohio,Warren County,Transit stations,-24,-24.801584999999996,12.401,27.056,6.51,11.211,10.464,8.117,2.284,3.72,4.735,2.504,-3.737,2.378,-1.353,0.914,-3.1,0.676,0.501,-2.336,-11.891,-12.175,-15.077,-14.261,-18.939,-11.518,-25.224,-19.977,-21.194,-27.869,-32.862,-21.645,-12.019,-18.217,-11.416,-13.979,-17.361,-19.841,-22.321,-10.016,-8.875,-12.367,-12.626,-19.189,-24.802
Ohio,Warren County,Workplace,-37,-38.69541166666667,3.628,3.236,3.38,1.78,1.976,3.37,2.285,7.946,1.618,2.184,0.916,1.571,0.102,-11.532,-3.8,-11.731,-25.067,-34.281,-37.492,-40.952,-43.57,-25.739,-35.599,-47.793,-56.661,-56.947,-57.598,-56.734,-35.586,-41.667,-56.998,-58.797,-58.214,-58.517,-58.148,-38.004,-44.903,-57.622,-59.204,-58.872,-59.334,-63.86,-38.695
Ohio,Warren County,Residential,13,13.86685,-2.399,-2.213,0.063,-0.597,-0.572,-1.09,-0.25,-3.103,-2.255,-0.59,0.684,0.145,0.695,5.058,5.777,4.618,10.848,14.197,17.453,19.023,20.426,12.608,9.975,19.198,25.26,24.112,24.607,27.275,14.279,11.252,22.476,24.69,25.127,24.757,24.83,13.409,12.053,22.381,23.632,23.5,25.711,27.827,13.867
Ohio,Washington County,Retail & recreation,-40,-42.10993500000001,10.25,20.833,8.562,17.42,12.81,13.524,4.592,8.034,14.077,9.989,7.821,7.079,9.338,0.656,-9.558,-5.631,-16.41,-25.775,-26.294,-29.946,-33.323,-39.062,-37.913,-37.1,-53.683,-51.746,-47.656,-52.477,-49.59,-42.98,-41.203,-41.062,-40.959,-40.733,-40.145,-43.772,-46.359,-37.457,-44.617,-39.105,-43.792,-42.113,-42.11
Ohio,Washington County,Grocery & pharmacy,-2,-2.3946383333333308,2.095,9.954,4.104,7.464,5.081,5.821,-0.825,0.898,1.067,6.629,4.543,9.527,22.059,27.21,11.674,17.776,24.621,11.682,9.845,10.417,7.696,,2.133,,-24.338,-21.913,-19.914,-23.087,-18.858,-18.487,-14.836,-10.384,-8.575,-13.174,-6.321,-5.687,-11.377,-9.47,-13.305,-10.163,-13.787,-11.544,-2.395
Ohio,Washington County,Workplace,-31,-31.876145,0.569,5.971,1.657,0.468,3.639,2.753,2.921,1.708,0.663,-2.841,-3.745,-3.184,-4.13,-5.841,-5.123,-3.317,-14.915,-18.727,-21.607,-22.256,-24.338,-20.492,-21.231,-29.119,-36.985,-40.711,-39.923,-42.348,-32.445,-35.165,-41.667,-41.433,-44.805,-44.512,-42.105,-31.876,-32.511,-42.14,-42.603,-44.35,-43.594,-46.729,-31.876
Ohio,Wayne County,Retail & recreation,-46,-47.64212333333333,15.006,25.755,6.11,11.522,10.069,10.686,1.367,10.228,15.953,6.983,3.872,6.224,6.95,-4.101,-11.776,-7.09,-14.839,-24.46,-25.904,-31.971,-38.892,-49.257,-36.808,-33.17,-56.191,-48.147,-47.175,-51.4,-58.947,-44.315,-47.816,-45.52,-43.845,-42.657,-44.428,-49.661,-48.799,-41.802,-45.614,-37.895,-43.96,-50.238,-47.642
Ohio,Wayne County,Grocery & pharmacy,1,1.5524100000000018,13.195,20.996,2.728,6.649,5.685,4.952,-6.627,9.625,15.492,9.206,6.819,12.206,31.531,21.035,17.232,28.131,33.245,7.672,5.35,7.924,-1.009,-4.192,5.912,1.193,-29.835,-22.572,-19.15,-20.747,-25.149,-18.346,-21.822,-18.071,-12.373,-9.74,-10.95,-2.639,-17.123,-12.445,-17.39,-8.694,-7.594,-13.399,1.552
Ohio,Wayne County,Workplace,-36,-38.01484500000001,7.783,5.117,1.553,3.073,3.452,2.97,,8.381,9.503,2.796,1.434,1.929,0.512,-3.487,,-4.02,-15.118,-20.792,-24.062,-25.606,-29.637,-20.654,-23.026,-32.927,-45.17,-45.789,-45.887,-45.873,-33.824,-33.26,-45.353,-47.013,-46.499,-47.321,-48.27,-34.722,-34.357,-46.285,-46.706,-47.819,-48.447,-58.512,-38.015
Ohio,Wayne County,Residential,12,12.635204999999997,-1.382,-2.003,0.635,-0.425,-0.226,-1.107,0.462,-1.849,-1.938,-0.818,0.552,0.218,0.315,2.304,3.312,3.163,6.637,8.952,11.515,12.697,15.01,11.538,8.27,14.211,19.969,19.318,19.982,21.687,15.469,10.557,19.2,20.107,20.528,20.337,20.864,11.588,11.284,18.005,19.665,17.995,20.896,26.203,12.635
Ohio,Williams County,Retail & recreation,-32,-33.53767333333333,17.102,35.909,11.782,18.196,17.278,21.661,4.735,21.322,30.864,14.46,13.186,12.52,24.095,9.659,0.888,13.058,-4.284,-14.241,-21.034,-21.174,-28.977,-31.761,-29.084,-28.117,-46.413,-40.815,-34.56,-37.689,-39.979,-40.064,-35.079,-32.964,-30.298,-23.851,-29.735,-38.202,-35.613,-32.669,-30.327,-25.04,-33.343,-40.72,-33.538
Ohio,Williams County,Transit stations,-58,-60.48386833333335,12.321,7.862,1.085,4.823,11.018,19.113,14.881,22.401,24.568,18.446,11.574,22.035,13.379,15.756,28.002,12.775,14.106,11.574,10.016,11.468,-15.756,2.24,-24.568,-10.851,-16.397,-13.021,-21.024,-35.014,-24.642,-43.239,-19.531,-27.006,-18.029,-30.581,-43.768,-32.482,-52.083,-31.467,-32.793,-24.038,-36.315,-63.901,-60.484
Ohio,Williams County,Workplace,-32,-33.365885000000006,,1.781,2.938,2.385,3.125,0.785,-1.451,5.697,1.781,0.267,-0.265,0.26,-1.309,-0.87,-1.628,-5.342,-10.417,-14.313,-13.802,-17.536,-20.601,-20.345,-29.38,-28.846,-41.084,-42.188,-43.446,-44.394,-34.993,-40.064,-43.803,-43.469,-44.271,-44.755,-44.394,-36.621,-43.625,-43.536,-44.794,-45.833,-47.372,-60.353,-33.366
Georgia,Cobb County,Retail & recreation,-47,-48.81661666666666,8.964,8.952,-0.068,5.848,0.608,-0.954,3.201,8.704,5.169,4.141,1.649,4.957,6.891,-2.268,-12.614,-22.089,-14.488,-21.949,-26.089,-28.201,-32.462,-40.079,-47.864,-42.739,-41.911,-39.84,-42.074,-44.594,-48.72,-50.817,-40.801,-45.473,-38.295,-35.941,-45.326,-58.659,-57.66,-48.219,-48.522,-46.987,-45.512,-45.763,-48.817
Georgia,Cobb County,Grocery & pharmacy,-8,-8.233623333333332,6.761,7.381,3.38,20.189,5.745,7.418,5.673,8.196,7.341,12.993,14.862,15.291,49.022,58.541,20.735,4.029,21.729,15.802,10.076,11.663,10.099,2.568,-13.923,-11.194,-6.625,-8.706,-10.68,-11.064,-14.39,-23.179,-15.276,-15.22,-4.375,11.976,2.575,-21.944,-29.443,-19.534,-18.443,-18.65,-12.289,-8.449,-8.234
Georgia,Cobb County,Parks,-34,-35.69163000000001,103.902,89.922,-24.671,0.579,-31.863,-42.755,66.321,189.033,99.27,96.628,22.28,65.564,19.434,22.708,92.269,-24.261,-7.196,14.178,29.718,42.237,72.809,46.796,-36.503,-64.762,-53.819,-24.51,-34.981,-9.371,-25.645,-48.967,-29.811,-63.657,-39.522,-50.01,-29.556,-51.29,-56.312,-36.321,-50.926,-44.424,-49.751,-28.114,-35.692
Georgia,Cobb County,Transit stations,-29,-30.303026666666664,25.568,14.323,0.69,9.15,-3.449,-7.135,12.097,16.098,3.906,8.278,-2.111,2.07,9.989,,2.841,-14.323,-9.658,-16.188,-17.936,-13.556,-20.833,-16.098,-41.667,-37.252,-38.711,-33.113,-34.247,-28.898,-24.621,-39.062,-28.284,-42.934,-37.252,-28.539,-34.274,-39.773,-49.479,-31.043,-39.414,-42.77,-37.814,-38.979,-30.303
Georgia,Cobb County,Workplace,-41,-43.12451666666666,5.131,2.55,2.032,1.065,-0.152,-0.646,0.987,6.841,2.85,2.566,0.294,-1.801,-1.939,-7.221,-1.059,-13.152,-30.355,-37.179,-41.711,-43.946,-43.458,-24.107,-35.156,-51.269,-54.375,-54.931,-55.442,-54.625,-35.713,-42.807,-56.847,-59.224,-58.936,-58.661,-59.244,-44.631,-48.508,-62.166,-63.428,-63.135,-63.13,-64.058,-43.125
Georgia,Cobb County,Residential,15,15.565313333333334,-2.601,-1.94,0.788,0.279,1.162,2.271,-1.589,-2.853,-0.883,-0.799,1.198,0.884,1.033,3.092,3.603,6.122,11.843,15.047,17.129,18.291,18.322,11.579,12.109,22.17,23.831,22.487,23.59,23.245,14.525,13.57,21.717,25.521,23.637,23.951,25.341,18.35,15.31,24.6,26.095,25.88,26.656,26.548,15.565
Georgia,Coffee County,Retail & recreation,-40,-41.98628666666667,12.494,22.556,26.647,32.905,8.419,6.43,11.421,9.879,11.175,15.04,16.15,17.035,13.962,7.568,-3.777,5.126,7.772,-3.836,-4.699,-8.083,-17.201,-22.519,-31.783,-25.032,-31.29,-31.72,-28.66,-32.75,-36.611,-42.241,-29.272,-32.905,-20.755,-22.046,-38.254,-54.48,-52.083,-33.107,-35.732,-36.028,-31.599,-36.19,-41.986
Georgia,Coffee County,Grocery & pharmacy,-1,-1.004823333333332,9.378,12.97,9.834,23.189,3.642,0.713,3.96,5.359,8.512,10.198,6.625,13.112,16.41,18.579,8.708,20.671,15.661,15.459,18.211,17.837,14.924,10.718,7.701,5.828,1.84,-4.006,2.497,-7.005,-2.68,-8.512,-5.828,-10.674,6.556,32.106,10.051,-18.422,-17.023,-9.47,-11.41,-8.013,-5.351,-6.701,-1.005
Georgia,Coffee County,Workplace,-27,-28.483073333333333,1.628,-1.947,3.592,2.832,-2.799,-12.903,-7.558,5.697,3.894,0.327,0.944,2.488,2.518,0.986,-4.883,-6.815,-4.898,-8.812,-11.816,-13.532,-14.13,-8.138,-17.523,-17.633,-21.085,-21.455,-20.141,-23.002,-14.648,-24.338,-21.878,-27.064,-24.565,-26.12,-30.231,-29.297,-33.1,-37.226,-39.967,-40.423,-37.135,-41.404,-28.483
Georgia,Colquitt County,Retail & recreation,-34,-35.8181,24.225,21.24,15.479,19.938,2.726,5.969,4.967,14.189,12.654,14.014,5.9,3.505,10.59,0.903,0.433,-2.711,-5.02,-14.445,-15.771,-15.018,-21.676,-20.937,-23.726,-24.264,-34.383,-35.436,-31.192,-37.181,-32.703,-32.086,-34.095,-35.197,-22.975,-23.49,-37.783,-46.892,-41.802,-38.278,-45.166,-42.64,-39.087,-37.783,-35.818
Georgia,Colquitt County,Grocery & pharmacy,1,1.038208333333337,5.537,4.324,1.543,10.212,1.628,2.461,4.766,3.807,4.324,0.772,4.902,11.8,16.404,30.978,15.227,8.648,6.944,8.17,8.952,18.455,16.68,17.303,9.434,8.873,0.817,-0.407,-0.41,-2.723,1.038,-6.682,-10.417,-4.493,17.09,33.629,16.34,-2.422,-13.758,-10.417,-10.212,-0.814,-1.64,-0.681,1.038
Georgia,Colquitt County,Workplace,-24,-24.834441666666674,-7.588,7.576,2.968,2.671,-1.145,-1.184,3.055,-2.07,12.311,3.858,3.858,3.148,2.959,1.222,4.829,-0.947,-13.948,-13.058,-16.884,-15.684,-19.55,3.449,-16.098,-20.18,-25.819,-28.331,-26.929,-28.104,-17.936,-25.568,-28.193,-29.974,-31.479,-32.256,-36.351,-23.455,-29.356,-32.348,-35.316,-37.489,-33.736,-39.406,-24.834
Georgia,Coweta County,Retail & recreation,-44,-45.934740000000005,8.892,14.605,3.82,8.592,3.47,-0.593,7.997,7.227,9.555,10.149,5.39,7.046,12.99,0.495,-12.865,-17.378,-7.858,-16.009,-19.719,-22.424,-25.104,-37.119,-44.954,-35.031,-35.807,-34.81,-38.081,-40.232,-47.108,-48.222,-34.213,-31.858,-27.816,-25.19,-39.573,-57.967,-55.4,-40.597,-42.051,-40.278,-36.945,-37.841,-45.935
Georgia,Coweta County,Grocery & pharmacy,1,1.4308616666666651,11.59,10.274,-0.512,12.557,-1.228,1.03,9.878,7.297,6.323,14.344,11.672,12.626,46.506,46.845,18.887,1.739,24.932,21.93,16.835,21.451,19.007,11.876,-8.378,-0.342,1.061,1.929,-2.574,0.299,-4.293,-16.755,-2.732,-18.039,16.835,33.807,7.783,-18.601,-22.604,-13.661,-8.135,-6.664,0.858,1.347,1.431
Georgia,Coweta County,Transit stations,-21,-21.92982333333333,26.316,21.067,15.89,9.316,5.697,23.438,29.762,43.86,30.431,31.78,14.397,13.835,32.118,25.628,25.219,12.875,13.242,10.163,9.766,20.833,20.668,23.026,4.682,16.773,10.163,14.648,20.833,11.574,19.737,-15.215,13.242,10.163,,8.681,4.96,-8.772,-15.215,0.883,-3.388,-10.579,1.736,-17.361,-21.93
Georgia,Coweta County,Workplace,-34,-35.91134333333334,6.897,4.773,2.704,1.618,0.333,0.597,2.62,6.183,2.527,3.141,1.618,0.166,1.875,-11.112,,-12.916,-17.885,-22.06,-25.958,-27.533,-30.898,-17.361,-32.85,-36.118,-39.094,-41.517,-41.769,-42.01,-29.014,-36.22,-42.748,-45.908,-46.093,-45.179,-47.611,-36.149,-44.643,-49.553,-50.848,-51.917,-51.487,-55.291,-35.911
Georgia,Coweta County,Residential,13,13.414993333333339,-2.555,-2.293,0.937,0.883,0.952,2.072,-1.36,-2.777,-1.394,-0.795,0.807,-0.868,-1.221,4.167,2.067,4.634,8.188,10.397,11.708,13.237,14.562,9.067,10.312,17.451,18.291,17.407,18.779,18.736,11.985,11.325,17.254,14.276,16.572,18.637,21.929,16.278,13.413,21.087,22.162,21.965,22.215,23.397,13.415
Georgia,Dawson County,Retail & recreation,-48,-49.77705666666668,5.958,8.214,-3.57,10.064,9.1,5.154,8.31,9.033,7.381,11.195,5.535,16.738,17.491,1.17,-6.054,-15.238,-10.546,-13.755,-22.751,-24.207,-33.708,-43.243,-52.976,-41.375,-42.271,-33.476,-31.859,-39.794,-47.183,-51.071,-35.209,-33.716,-29.089,-22.489,-43.071,-64.576,-64.048,-40.563,-38.413,-39.814,-31.234,-38.39,-49.777
Georgia,Dawson County,Grocery & pharmacy,-11,-11.947428333333328,2.987,-0.404,3.345,9.205,1.44,0.482,4.602,3.36,-1.211,7.645,7.267,9.601,34.24,51.037,15.681,2.019,24.369,1.453,10.561,13.503,8.785,-0.747,-20.187,-7.167,-12.597,-2.88,-9.645,-13.387,-13.814,-25.84,-12.901,-8.721,-4.32,17.361,-0.837,-31.362,-38.76,-20.547,-23.256,-11.041,-15.432,-2.928,-11.947
Georgia,Dawson County,Workplace,-32,-33.02845000000001,6.352,4.808,4.125,1.994,2.99,1.994,2.528,8.892,,2.063,1.495,4.486,-1.495,-11.63,1.27,-12.821,-18.564,-21.93,-24.422,-27.412,-32.868,-22.866,-28.846,-36.613,-40.869,-38.377,-38.876,-38.43,-30.488,-38.462,-37.129,-43.361,-40.869,-41.866,-45.004,-33.028,-38.462,-47.442,-48.844,-48.844,-48.345,-50.061,-33.028
Georgia,DeKalb County,Retail & recreation,-43,-44.41217999999999,10.461,9.005,3.093,9.242,1.318,0.038,3.915,7.454,3.568,7.372,4.022,4.362,6.74,1.502,-6.708,-16.0,-9.955,-17.384,-22.418,-24.89,-27.91,-34.306,-43.587,-40.112,-39.225,-36.879,-39.072,-39.091,-41.76,-48.865,-38.313,-42.667,-36.087,-34.904,-40.485,-53.185,-54.137,-44.834,-45.84,-45.297,-43.716,-42.431,-44.412
Georgia,DeKalb County,Grocery & pharmacy,-7,-7.580076666666666,4.331,1.569,-4.766,12.277,-4.276,-1.35,-2.573,2.43,-1.428,4.489,5.534,1.415,29.237,38.706,16.428,-0.42,13.651,12.436,2.83,7.034,4.039,1.928,-17.142,-15.68,-8.715,-11.167,-10.803,-11.703,-11.146,-27.561,-17.402,-16.253,-7.076,8.353,3.209,-18.805,-26.413,-18.909,-16.921,-19.381,-13.566,-12.34,-7.58
Georgia,DeKalb County,Parks,26,26.714331666666666,30.75,25.238,-35.455,-7.628,-25.306,-41.718,51.915,66.498,36.169,40.128,-1.315,34.428,15.1,39.442,46.894,-26.363,-17.04,17.624,39.725,47.348,93.042,42.089,-31.668,-59.916,-14.468,51.201,31.992,76.861,23.063,-15.111,19.514,-37.879,23.835,9.726,52.252,2.114,-12.056,19.789,0.526,26.777,22.523,64.051,26.714
Georgia,DeKalb County,Transit stations,-36,-37.231444999999994,17.7,13.141,-3.97,-1.751,-8.094,-9.092,7.31,19.633,4.823,4.62,-3.292,-3.519,-6.132,-10.38,-4.985,-15.07,-25.266,-31.453,-33.925,-30.799,-19.737,-6.205,-21.701,-44.395,-42.802,-39.977,-39.468,-35.673,-24.414,-28.573,-39.342,-46.304,-43.074,-40.807,-39.035,-36.825,-35.325,-43.673,-50.577,-49.479,-48.7,-46.272,-37.231
Georgia,DeKalb County,Workplace,-43,-44.343643333333326,3.731,1.857,2.512,0.428,-0.933,-1.173,0.013,5.956,1.316,1.521,-1.636,-1.815,-3.076,-13.673,-3.305,-10.68,-28.27,-35.587,-39.65,-41.909,-42.103,-25.788,-34.98,-49.042,-53.021,-52.556,-53.168,-52.231,-35.082,-43.454,-54.675,-58.258,-57.268,-57.593,-57.007,-43.591,-48.678,-59.171,-61.38,-61.284,-61.464,-61.943,-44.344
Georgia,DeKalb County,Residential,16,16.209838333333337,-2.851,-2.414,0.236,0.537,1.685,2.197,-2.001,-2.835,-1.391,-1.09,1.448,0.381,1.014,3.91,2.577,4.555,10.857,14.426,16.384,17.458,17.077,11.252,11.684,21.595,23.608,21.779,22.973,21.898,14.538,13.865,21.032,25.262,22.996,23.767,24.317,18.423,15.178,23.474,25.693,25.136,26.13,25.652,16.21
Georgia,Gilmer County,Retail & recreation,-38,-39.81854833333335,1.848,11.827,-3.511,8.721,10.678,6.959,4.977,8.569,14.329,2.809,2.665,9.729,6.51,6.521,-1.512,-4.321,-2.809,-8.236,-12.339,-15.041,-24.197,-25.202,-34.343,-32.537,-35.853,-34.643,-35.022,-41.186,-42.003,-46.625,-33.24,-38.275,-34.643,-29.409,-45.133,-55.444,-50.264,-39.092,-35.61,-36.304,-36.144,-37.926,-39.819
Georgia,Gilmer County,Workplace,-28,-29.131355000000006,-3.802,3.531,-5.04,6.026,5.787,,,3.041,2.648,12.601,0.861,2.48,17.785,24.093,16.727,-8.828,18.481,7.748,-0.827,10.163,,-0.76,-27.366,-20.161,-15.496,-20.668,-16.938,-21.967,-22.81,-31.78,-21.841,-29.7,-15.708,-13.55,-9.212,-29.653,-29.131,,,,,,
Georgia,Glynn County,Retail & recreation,-45,-28.698985000000004,-2.126,7.102,,1.401,3.226,2.815,6.671,8.503,3.551,3.876,-1.868,3.687,3.285,4.105,5.315,-9.47,-9.205,-14.481,-17.976,-16.423,-14.881,-11.692,-26.042,-22.771,-26.158,-30.881,-30.968,-29.249,-26.573,-34.328,-31.492,-35.034,-31.342,-31.907,-31.814,-29.762,-40.246,-32.946,-38.303,-37.334,-34.722,-39.511,-28.699
