state,county,category,change,changecalc,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
South Carolina,Pickens County,Workplace,-28,-29.230448333333335,0.797,2.934,6.57,1.831,4.087,2.033,5.17,4.517,2.347,5.616,2.645,2.592,2.642,1.98,4.252,-2.934,-13.988,-18.921,-22.03,-22.561,-24.969,-15.147,-28.169,-29.353,-33.976,-33.792,-35.163,-33.989,-22.853,-36.972,-34.334,-38.961,-39.474,-38.821,-38.829,-27.37,-38.146,-38.466,-41.3,-44.258,-43.293,-51.478,-29.23
South Carolina,Pickens County,Residential,10,10.46210666666667,-2.198,-1.883,-0.418,0.806,-0.43,1.963,-4.099,-1.797,-0.901,-0.88,0.136,-1.088,-0.15,-3.663,0.021,1.027,5.338,7.511,9.619,10.428,8.623,7.165,8.723,15.259,16.583,14.502,15.673,12.176,8.366,9.168,13.923,16.235,14.873,16.622,12.416,9.977,8.899,14.948,16.359,17.084,18.465,17.317,10.462
South Carolina,Richland County,Retail & recreation,-42,-43.71618833333334,17.965,14.583,8.397,7.416,2.861,-1.904,9.518,10.765,10.366,7.244,6.566,6.894,9.746,7.275,-1.438,-1.854,-3.666,-12.657,-22.319,-26.242,-26.591,-34.757,-42.56,-36.353,-41.615,-34.908,-33.492,-32.692,-37.552,-45.109,-38.305,-38.217,-35.794,-38.286,-36.806,-43.36,-44.691,-36.974,-40.016,-45.877,-43.054,-38.863,-43.716
South Carolina,Richland County,Grocery & pharmacy,-8,-8.314684999999997,7.771,4.735,5.26,5.454,0.521,-6.591,6.135,4.546,6.36,9.659,6.795,5.38,14.808,26.395,12.938,20.518,23.219,16.944,11.887,6.762,12.148,-0.389,-12.208,-8.344,-14.798,-6.508,-3.124,-1.13,-5.323,-19.496,-13.922,-13.233,-7.766,-7.832,-3.39,-10.49,-15.783,-8.117,-8.36,-16.182,-13.994,-4.762,-8.315
South Carolina,Richland County,Parks,-37,-38.24300166666667,70.659,28.121,0.93,,-20.417,-21.103,27.56,41.885,29.705,31.157,24.709,29.583,44.899,34.099,24.403,-2.376,-22.786,-17.442,-20.417,4.041,10.277,3.642,-26.933,-45.108,-47.481,-22.5,-13.919,-13.546,-25.131,-38.419,-34.412,-46.027,-40.833,-33.675,-22.889,-37.15,-34.458,-32.087,-31.977,-42.083,-33.675,-18.685,-38.243
South Carolina,Richland County,Transit stations,-31,-31.990266666666663,16.656,24.586,8.253,3.051,4.386,-4.464,8.681,17.978,23.292,13.16,8.935,14.912,13.393,9.084,8.725,10.999,1.784,-5.884,-3.728,-11.48,-15.948,-14.541,-20.38,-18.067,-25.061,-14.474,-16.156,-17.563,-21.151,-21.674,-20.075,-26.151,-18.86,-25.51,-26.244,-28.025,-30.085,-19.183,-28.548,-24.781,-23.81,-26.042,-31.99
South Carolina,Richland County,Workplace,-34,-35.26292166666667,1.975,2.592,2.393,1.0,0.906,0.794,1.395,-0.071,0.243,-0.517,-2.053,-1.372,-1.111,-8.062,-2.045,-6.318,-15.064,-20.107,-25.556,-28.469,-31.998,-21.158,-30.699,-37.604,-41.819,-41.661,-41.725,-41.371,-26.659,-36.612,-45.109,-47.767,-47.746,-48.578,-48.485,-34.346,-39.447,-48.97,-51.504,-52.588,-51.62,-55.905,-35.263
South Carolina,Richland County,Residential,13,13.237375,-3.821,-2.186,-0.903,0.372,0.514,2.762,-2.813,-1.842,-1.313,-0.628,0.017,-0.619,-0.181,-0.672,0.379,1.868,6.12,9.605,11.178,13.325,12.671,9.087,10.62,16.649,19.561,17.595,18.502,16.299,10.28,11.914,17.744,20.703,19.745,21.205,18.928,12.703,12.037,18.764,21.345,21.695,22.628,21.437,13.237
Kentucky,Bullitt County,Retail & recreation,-35,-36.20716166666668,21.895,27.154,6.796,14.24,13.384,14.964,8.31,21.516,20.993,8.757,8.21,10.732,-0.58,3.382,-6.066,-11.181,-9.933,-18.216,-21.717,-30.74,-24.641,-36.965,-44.953,-27.969,-40.923,-26.01,-30.276,-32.371,-33.932,-37.422,-29.146,-35.15,-29.293,-30.972,-28.216,-35.449,-38.792,-29.538,-28.094,-28.157,-32.596,-32.081,-36.207
Kentucky,Bullitt County,Grocery & pharmacy,8,8.176905000000001,8.177,9.592,-2.306,9.058,8.748,5.371,0.342,11.199,9.4,7.688,2.954,13.631,20.335,27.025,14.043,13.428,31.711,21.857,23.6,24.171,17.618,5.866,-6.139,2.114,-7.089,0.203,-4.029,-5.131,-3.911,-10.167,-6.15,-8.861,4.069,-2.302,,-0.178,-6.331,-4.42,-3.348,-1.628,-4.029,-2.908,8.177
Kentucky,Bullitt County,Transit stations,-31,-32.25465166666666,21.151,13.493,-6.677,1.291,-0.833,-2.762,1.175,12.162,19.97,3.116,2.152,3.75,-2.762,1.566,1.586,8.096,4.897,1.722,2.083,-8.286,-10.573,2.115,-12.953,-19.142,-14.635,-12.5,-20.912,-22.713,-20.622,-26.986,-24.484,-22.383,-24.167,-25.253,-25.846,-25.381,-30.225,-23.593,-18.939,-21.25,-26.831,-34.461,-32.255
Kentucky,Bullitt County,Workplace,-32,-33.10723666666666,6.056,7.733,2.395,3.494,2.664,2.452,-8.59,5.652,1.82,2.927,-1.423,-1.015,-0.904,-0.545,-0.404,-4.549,-12.505,-19.151,-23.726,-25.558,-31.632,-21.802,-29.112,-32.727,-38.82,-39.586,-42.08,-42.267,-31.896,-36.845,-44.833,-48.007,-47.706,-48.146,-48.811,-34.722,-36.845,-44.035,-46.454,-48.087,-47.501,-52.356,-33.107
Kentucky,Daviess County,Retail & recreation,-48,-49.92197666666667,22.088,18.37,12.68,19.057,16.269,15.984,5.455,18.556,13.232,9.068,8.597,9.086,-3.627,2.065,-8.066,-8.164,-9.805,-22.137,-27.045,-32.036,-36.17,-44.44,-48.423,-34.501,-45.349,-40.991,-40.229,-45.861,-50.396,-44.482,-37.892,-41.982,-36.765,-38.416,-40.565,-49.237,-49.55,-39.072,-38.257,-41.413,-40.297,-43.213,-49.922
Kentucky,Daviess County,Grocery & pharmacy,0,-0.46921999999999764,8.133,12.418,7.969,12.95,6.957,9.218,-1.391,10.792,9.082,11.005,6.569,17.486,23.968,27.819,12.2,16.867,40.035,21.772,15.418,23.23,6.027,0.156,-12.789,-2.656,-16.704,-7.333,-6.453,-15.61,-17.83,-16.867,-4.554,-6.757,4.325,1.475,0.927,-5.161,-6.673,3.605,,0.188,6.084,0.309,-0.469
Kentucky,Daviess County,Workplace,-29,-29.978193333333323,3.937,7.649,-0.494,1.823,2.643,0.851,1.255,1.211,2.185,0.37,1.459,1.322,0.243,2.134,4.542,-4.006,-9.38,-13.978,-18.743,-21.636,-24.473,-15.746,-26.224,-31.349,-36.343,-36.164,-37.923,-39.91,-25.133,-28.773,-42.086,-43.15,-42.171,-43.271,-44.051,-28.767,-32.051,-43.197,-42.663,-43.973,-44.243,-50.452,-29.978
Kentucky,Daviess County,Residential,11,11.11092833333333,-2.649,-2.534,0.625,-1.406,-1.113,-2.006,-0.667,-2.426,-1.881,0.234,-0.215,-0.668,1.337,0.456,3.052,3.164,5.407,6.04,9.042,10.39,11.67,9.485,9.191,13.345,15.577,14.14,14.001,16.829,10.436,8.407,15.697,16.581,15.779,16.351,16.347,10.393,8.963,15.353,15.124,16.016,16.395,20.112,11.111
Kentucky,Hopkins County,Retail & recreation,-38,-39.27050333333334,17.472,25.546,12.108,35.141,22.321,19.447,18.364,20.8,27.308,11.69,18.616,19.635,0.77,11.873,-4.826,1.101,-4.801,-12.341,-20.461,-29.652,-26.596,-33.446,-34.355,-27.973,-36.814,-29.142,-27.534,-35.303,-37.44,-36.337,-35.279,-40.37,-28.522,-35.621,-32.928,-39.936,-35.897,-31.521,-33.258,-31.002,-32.925,-35.461,-39.271
Kentucky,Hopkins County,Grocery & pharmacy,-3,-3.1806633333333307,7.156,6.483,-4.34,11.574,6.972,9.47,-3.233,4.771,3.026,1.973,2.48,9.432,15.646,24.066,11.132,6.483,20.912,17.774,12.713,9.881,4.31,3.181,-13.399,-8.681,-16.121,-8.202,-9.058,-13.649,-9.94,-18.586,-18.545,-17.361,-8.202,-13.999,-5.747,-10.735,-21.179,-17.361,-11.987,-16.814,-9.881,-13.649,-3.181
Kentucky,Hopkins County,Transit stations,-40,-41.66666666666667,-5.208,17.655,-1.353,14.504,6.2,12.55,1.211,8.681,14.124,12.175,3.956,-1.24,-3.765,,-1.736,5.297,-12.175,3.956,-14.881,-10.04,-13.324,-17.361,-24.718,-14.881,-15.823,-17.361,-17.57,-31.492,-29.514,-38.842,-25.703,-25.053,-26.042,-25.1,-32.703,-29.514,-42.373,-28.409,-25.053,-26.042,-32.631,-44.816,-41.667
Kentucky,Hopkins County,Workplace,-26,-26.95220999999999,-1.457,-3.109,3.005,3.349,4.572,3.615,3.135,-1.457,-1.555,0.334,-1.005,1.959,-2.629,3.832,-2.914,-4.664,-8.681,-12.058,-15.674,-18.073,-20.555,-13.112,-22.544,-23.371,-29.475,-28.736,-29.903,-30.658,-23.31,-31.872,-35.39,-37.513,-38.532,-40.747,-39.367,-29.866,-35.759,-41.733,-43.877,-42.777,-45.018,-47.38,-26.952
Kentucky,Jefferson County,Retail & recreation,-44,-46.104443333333336,13.445,15.588,3.923,12.965,9.924,9.056,3.092,11.497,10.161,5.616,6.961,6.756,-2.055,-0.409,-15.509,-17.605,-14.158,-22.114,-29.214,-33.193,-33.404,-45.773,-47.257,-32.159,-43.255,-38.672,-39.292,-41.779,-45.803,-45.956,-37.791,-40.632,-38.882,-38.51,-37.768,-46.688,-45.802,-38.14,-38.821,-39.853,-40.789,-40.859,-46.104
Kentucky,Jefferson County,Grocery & pharmacy,5,5.520304999999996,17.941,18.507,9.813,20.37,21.058,18.361,12.456,20.39,17.327,17.218,17.403,24.871,27.011,34.685,19.477,13.849,28.765,24.663,19.808,17.871,16.51,4.626,-7.37,3.448,-5.682,3.686,0.551,-2.758,-2.605,-10.537,-6.263,-6.418,1.61,1.53,4.72,1.438,-6.459,-2.979,-0.4,1.631,-0.082,-0.13,5.52
Kentucky,Jefferson County,Parks,104,108.37215266666666,80.228,160.313,-12.778,55.202,66.858,62.674,9.498,148.486,187.648,37.778,14.97,52.531,-0.58,37.071,-5.176,11.082,-5.833,82.023,-21.788,-12.187,113.664,30.085,15.514,70.833,6.549,102.376,125.348,97.12,173.072,86.19,54.167,-1.559,15.819,75.441,112.439,145.898,74.37,56.111,80.776,81.184,40.042,55.453,108.372
Kentucky,Jefferson County,Transit stations,-27,-28.56553333333333,11.931,10.105,-0.545,9.241,8.954,7.253,0.914,16.979,5.59,-1.558,-0.162,3.278,-3.009,-1.066,-11.816,-19.35,-15.504,-8.917,-19.986,-24.846,-22.082,-26.501,-41.925,-26.723,-30.642,-26.222,-27.238,-29.773,-26.156,-38.162,-31.71,-32.344,-29.02,-29.321,-26.879,-24.436,-37.732,-28.048,-24.887,-27.661,-29.938,-31.448,-28.566
Kentucky,Jefferson County,Workplace,-40,-41.29128833333333,2.382,2.63,0.878,2.334,1.897,1.931,1.455,2.274,0.819,0.418,-0.244,-0.321,-2.91,-5.028,-5.883,-8.623,-19.738,-25.635,-30.296,-33.6,-35.927,-28.298,-33.63,-39.937,-44.728,-46.246,-47.639,-49.089,-36.202,-39.192,-49.813,-51.554,-52.417,-52.841,-52.38,-40.966,-40.744,-51.693,-53.02,-53.406,-53.484,-56.899,-41.291
Kentucky,Jefferson County,Residential,12,12.62873333333334,-2.632,-2.931,0.596,-1.251,-1.151,-1.395,-0.06,-2.763,-1.96,0.229,0.746,0.048,2.226,1.899,4.381,3.906,8.059,9.9,13.19,14.834,15.723,10.909,10.065,15.323,19.094,18.207,18.468,20.785,11.29,10.234,18.181,20.558,20.696,20.438,20.917,12.188,10.417,18.946,19.886,20.297,21.31,23.521,12.629
Kentucky,Jessamine County,Retail & recreation,-40,-41.20024333333333,10.439,7.92,-1.431,7.36,5.527,5.447,-3.445,7.996,0.671,2.719,-3.114,8.078,3.268,7.465,-10.661,-17.182,-9.158,-17.125,-19.983,-25.735,-25.381,-37.98,-44.298,-30.334,-39.346,-29.478,-30.91,-35.603,-39.757,-39.264,-31.479,-38.355,-31.463,-30.229,-28.138,-38.202,-38.526,-31.765,-32.127,-32.596,-32.271,-35.603,-41.2
Kentucky,Jessamine County,Grocery & pharmacy,-9,-9.010956666666665,37.846,42.5,29.948,44.961,40.064,42.814,34.472,44.694,36.25,48.177,33.387,32.942,32.662,43.465,16.58,2.5,32.986,18.251,22.258,20.745,6.745,-5.407,-18.75,-0.434,-13.8,-5.787,-4.855,-11.241,-10.813,-25.417,-14.323,-9.793,2.671,5.738,2.248,-6.127,-20.0,-4.774,-1.781,-5.787,-0.883,-2.248,-9.011
Kentucky,Jessamine County,Workplace,-28,-29.492976666666664,-1.255,-0.709,3.464,1.684,5.029,2.19,0.249,4.393,-2.834,0.99,-4.09,1.916,0.974,-1.246,-1.883,-12.755,-17.567,-22.132,-25.144,-27.259,-30.154,-19.453,-34.014,-35.629,-38.732,-39.751,-41.375,-44.856,-30.12,-41.1,-46.269,-47.152,-47.653,-46.242,-48.844,-29.493,-38.974,-47.011,-45.949,-47.653,-47.702,-50.339,-29.493
Kentucky,Kenton County,Retail & recreation,-37,-41.977615000000014,29.217,31.872,26.612,40.594,26.224,23.986,5.952,20.325,19.434,21.29,9.957,16.754,9.594,11.905,5.081,-1.555,7.603,-1.532,-6.556,-21.245,-20.833,-29.217,-27.208,-24.331,-33.701,-32.051,-25.356,-25.0,-21.596,-22.544,-28.893,-43.658,-32.78,-30.154,-27.976,-44.461,-41.978,,,,,,
Kentucky,Kenton County,Grocery & pharmacy,3,-38.80046833333334,13.836,19.432,7.412,13.517,11.837,10.774,1.749,15.627,16.003,10.941,6.465,12.453,6.157,2.828,-10.71,-7.355,-12.907,-24.438,-31.96,-33.817,-33.569,-43.45,-38.913,-33.831,-44.272,-38.731,-40.336,-42.165,-43.603,-36.727,-34.437,-40.158,-37.121,-38.661,-36.806,-41.621,-43.983,-36.252,-34.232,-35.89,-35.311,-37.923,-38.8
Kentucky,Kenton County,Transit stations,-9,3.460293333333328,12.409,21.561,6.155,19.829,14.103,12.409,-0.429,14.08,15.196,12.547,12.801,16.083,24.341,25.961,15.273,15.067,14.678,17.445,6.433,5.25,8.582,0.239,-1.688,-5.8,-10.668,-5.938,-8.949,-9.977,-4.176,-7.923,-13.139,-11.923,-3.959,-5.608,2.789,-0.716,-9.482,-10.89,-5.271,-2.969,-2.983,-1.609,3.46
Kentucky,Kenton County,Workplace,-37,-38.48870666666668,2.119,5.033,3.687,2.409,1.511,2.136,0.937,5.297,2.845,2.502,-0.317,0.189,-1.068,-3.011,-3.708,-6.127,-16.922,-25.233,-29.141,-33.801,-35.659,-29.131,-30.856,-38.651,-44.951,-46.891,-48.314,-49.039,-34.781,-36.327,-48.791,-51.227,-50.919,-52.209,-50.913,-37.782,-40.266,-51.359,-53.003,-53.122,-55.35,-57.67,-38.489
Kentucky,Kenton County,Residential,13,13.275171666666665,-2.479,-2.404,0.131,-1.311,-0.944,-0.879,0.381,-2.537,-2.178,-1.153,0.41,0.102,1.295,2.492,4.576,3.445,7.69,10.781,13.89,16.298,16.947,11.89,9.406,15.858,19.42,19.047,20.323,23.026,12.748,10.215,18.132,20.874,20.942,21.353,21.599,12.565,11.148,19.355,19.627,19.996,22.013,24.355,13.275
Kentucky,Nelson County,Retail & recreation,-32,-33.482145,20.904,20.448,8.886,14.013,16.079,13.242,4.333,18.955,22.614,13.823,10.043,15.38,0.883,9.013,-2.48,-17.802,-9.874,-22.889,-25.168,-27.145,-27.385,-38.088,-40.416,-25.425,-40.873,-29.129,-26.704,-32.238,-33.836,-29.831,-26.165,-36.435,-28.43,-28.028,-33.798,-38.442,-31.755,-27.399,-31.297,-27.498,-32.662,-33.105,-33.482
Kentucky,Nelson County,Grocery & pharmacy,5,4.867598333333329,10.06,12.438,2.352,12.5,8.828,6.01,2.408,19.47,13.215,9.409,10.069,19.068,16.026,26.493,16.225,8.551,16.129,16.667,14.831,15.024,4.516,1.298,-21.766,-7.056,-11.806,-5.297,-14.356,-9.935,-9.086,-15.159,-15.121,-16.319,-7.768,-9.348,-1.505,-1.298,-8.162,-5.04,-4.514,-4.59,-5.676,-6.322,4.868
Kentucky,Nelson County,Workplace,-37,-38.60722833333334,3.642,5.04,0.847,1.662,2.199,1.649,2.367,-0.728,-2.52,1.976,-1.939,1.649,-0.825,-2.959,-2.185,-1.68,-13.832,-18.008,-20.613,-23.637,-23.674,-26.224,-31.082,-35.005,-38.508,-40.952,-44.25,-43.797,-30.594,-36.122,-44.603,-48.482,-46.449,-48.923,-46.757,-34.237,-37.802,-49.966,-50.698,-48.923,-50.022,-55.339,-38.607
Kentucky,Warren County,Retail & recreation,-45,-47.348479999999995,22.11,25.504,7.49,19.883,15.044,11.953,8.175,15.515,15.551,10.858,10.968,9.231,-1.514,5.406,-9.005,-5.146,-4.006,-15.953,-21.483,-27.313,-31.602,-43.882,-45.297,-33.793,-43.931,-36.983,-35.804,-42.194,-47.687,-43.318,-38.845,-40.236,-35.216,-36.777,-37.359,-48.49,-43.261,-35.477,-35.074,-35.501,-36.994,-39.996,-47.348
Kentucky,Warren County,Grocery & pharmacy,-13,-13.818028333333329,15.147,14.111,3.534,13.964,12.112,10.755,8.296,11.825,5.549,7.528,5.618,13.727,21.048,29.63,9.965,3.33,19.512,15.569,15.181,6.76,-1.317,-12.091,-20.294,-9.526,-21.026,-14.05,-13.367,-16.066,-22.853,-24.258,-21.663,-19.742,-6.46,-10.908,-9.087,-16.475,-19.502,-7.221,-8.507,-9.044,-10.14,-10.799,-13.818
Kentucky,Warren County,Parks,-43,-38.34856666666667,6.255,1.184,2.117,4.35,3.626,4.519,4.499,6.799,-2.663,-2.117,-0.335,0.659,-1.102,-1.73,1.632,-7.99,-12.812,-15.614,-19.009,-22.377,-24.802,-20.67,-30.481,-35.094,-39.258,-40.216,-41.777,-43.489,-34.269,-38.767,-47.237,-49.518,-48.787,-49.383,-47.181,-34.269,-36.991,-48.685,-50.41,-50.765,-51.587,-56.64,-38.349
Kentucky,Warren County,Workplace,-37,12.02477833333333,-3.487,-2.88,0.576,-1.933,-1.953,-1.893,-0.906,-2.965,-2.25,0.408,-0.006,-0.613,2.142,0.439,2.603,2.553,6.151,6.448,8.838,11.518,12.873,9.138,9.382,14.954,16.624,15.234,16.416,18.363,10.821,9.94,17.173,18.872,17.374,18.873,19.214,10.998,9.898,18.706,17.563,17.808,19.902,22.77,12.025
Kentucky,Warren County,Residential,12,-30.381939999999997,11.161,4.34,11.792,12.792,9.301,12.153,8.929,14.881,13.021,17.689,9.137,22.321,5.208,11.905,,-8.681,7.862,-20.102,-20.461,-17.361,-16.369,-20.461,-41.233,-17.689,-27.412,-31.622,-22.569,-26.786,-27.902,-34.722,-27.516,-32.895,-27.902,-27.778,-22.321,-26.042,-30.382,,,,,,
Kentucky,Whitley County,Retail & recreation,-38,6.744606666666672,21.93,14.239,13.355,21.245,27.449,23.148,18.04,32.209,30.725,27.377,15.077,31.672,35.365,40.736,29.468,28.477,36.725,26.727,23.226,24.434,5.237,7.538,11.99,12.019,-18.503,-3.519,-5.144,-4.655,4.112,2.998,-11.685,-26.727,9.854,-4.501,4.655,9.594,6.745,,,,,,
Kentucky,Whitley County,Transit stations,-14,-14.076576666666666,36.599,37.202,8.446,19.778,17.361,17.361,9.566,36.599,34.226,11.261,10.549,24.038,17.361,11.692,22.523,41.667,29.561,9.23,13.355,21.081,1.063,29.561,16.369,5.631,-3.956,5.342,-11.161,-14.881,2.815,-4.464,-21.115,-7.911,-5.342,-17.361,-25.51,-16.892,-13.393,-21.115,-11.867,-13.355,-18.601,-32.951,-14.077
Kentucky,Whitley County,Workplace,-27,-28.30615999999999,2.264,1.302,0.529,2.033,3.646,1.524,-0.551,4.529,3.906,1.058,-5.081,2.083,-3.049,3.307,,-1.302,-14.277,-20.325,-18.75,-19.817,-22.046,-18.116,-19.531,-31.197,-33.028,-31.25,-34.553,-36.376,-21.513,-27.344,-39.657,-45.732,-38.542,-41.159,-37.478,-21.513,-29.948,-39.657,-42.683,-43.229,-48.78,-49.603,-28.306
Arizona,Coconino County,Retail & recreation,-65,-67.68460666666668,-1.186,4.983,10.369,16.44,17.539,15.12,9.455,3.678,12.979,31.581,28.793,24.879,28.731,9.519,0.89,2.901,15.489,5.48,-27.311,-35.782,-40.256,-51.253,-53.069,-44.704,-40.884,-41.607,-43.892,-54.199,-57.126,-56.788,-44.403,-44.32,-48.221,-49.231,-52.66,-59.943,-61.25,-49.437,-46.494,-46.258,-46.948,-50.192,-67.685
Arizona,Coconino County,Grocery & pharmacy,-32,-33.65225500000001,0.725,11.004,11.545,22.497,18.892,19.106,16.407,6.938,16.261,28.279,28.223,24.845,45.017,33.584,23.091,24.819,44.624,52.356,10.87,6.02,9.69,-11.079,-13.204,-10.637,-4.09,-9.705,-7.067,-18.389,-25.576,-24.819,-10.637,-7.226,-15.916,-14.657,-15.085,-27.025,-28.12,-17.123,-8.726,-15.01,-6.936,-8.369,-33.652
Arizona,Coconino County,Parks,-46,-47.874578333333325,2.63,7.85,23.112,54.253,63.619,59.665,45.539,17.887,33.732,104.492,65.104,63.619,68.895,33.268,7.015,46.249,86.263,81.742,4.544,4.285,-11.18,-28.234,-17.396,-29.948,6.872,-8.739,-20.767,-46.902,-38.23,-25.67,-20.182,-11.936,-18.177,-27.69,-26.178,-37.703,-35.429,-36.133,-16.999,-33.557,-29.008,-25.905,-47.875
Arizona,Coconino County,Transit stations,-42,-44.13841166666667,2.943,8.133,6.686,12.81,11.364,10.798,10.901,8.239,9.072,21.467,15.507,9.785,16.197,12.718,9.71,17.518,12.669,15.17,-11.364,-12.703,-11.507,-17.95,-26.589,-32.376,-19.552,-21.78,-25.089,-36.034,-30.897,-35.035,-30.617,-24.946,-32.197,-31.441,-35.126,-36.782,-37.225,-40.822,-30.34,-37.247,-41.603,-38.154,-44.138
Arizona,Coconino County,Workplace,-42,-43.40277333333333,3.354,4.982,3.852,3.534,4.285,3.812,3.707,3.354,4.755,3.852,3.113,2.39,1.243,-0.723,-0.197,-2.264,-26.106,-27.43,-37.662,-42.098,-40.238,-25.055,-30.571,-42.283,-44.258,-45.243,-46.738,-47.472,-37.287,-39.855,-46.905,-48.718,-51.177,-51.793,-50.456,-38.668,-42.346,-51.698,-52.42,-52.578,-53.202,-53.168,-43.403
Arizona,Coconino County,Residential,18,18.369451666666663,-2.416,-2.36,-0.999,-1.669,-2.003,-1.553,-1.883,-1.121,-1.614,-2.26,-0.079,-0.227,-0.706,0.982,1.482,0.092,3.121,5.418,13.674,16.008,15.715,10.959,9.916,15.917,16.219,17.085,18.251,21.518,14.434,12.856,16.145,17.38,19.285,20.273,20.574,14.565,13.207,18.756,18.732,20.236,20.458,20.404,18.369
Arizona,Gila County,Retail & recreation,-26,-26.706771666666665,12.791,26.008,7.071,17.11,12.987,16.575,11.563,17.191,27.203,19.99,13.004,11.62,14.28,4.195,9.209,27.335,14.959,9.855,-4.921,-13.77,-12.791,-11.972,-4.512,-15.639,-13.141,-11.756,-16.447,-28.856,-27.218,-14.199,-23.39,-22.859,-27.067,-28.05,-27.116,-25.99,-21.762,-27.334,-26.692,-28.024,-22.057,-27.321,-26.707
Arizona,Gila County,Grocery & pharmacy,16,16.767273333333335,24.732,34.799,16.899,33.443,28.834,26.601,34.935,31.858,34.799,30.266,33.443,27.795,29.833,31.101,38.984,47.474,43.886,49.89,29.873,25.607,31.74,25.57,20.972,18.16,23.575,17.924,11.933,4.899,13.833,16.362,12.359,16.996,9.352,11.187,15.976,14.252,9.449,6.81,19.189,8.313,15.414,19.598,16.767
Arizona,Gila County,Parks,41,42.76315666666667,18.64,19.489,-1.12,25.436,42.614,51.498,49.737,41.667,44.355,82.885,33.915,4.735,10.534,13.138,31.25,65.86,69.444,73.886,-1.184,25.749,71.321,72.368,81.989,33.602,60.562,55.634,32.772,15.953,54.825,98.79,38.082,38.76,27.225,38.624,52.553,46.053,75.269,22.401,43.605,22.491,44.476,76.014,42.763
Arizona,Gila County,Workplace,-27,-28.594766666666658,-1.021,1.662,1.052,1.024,1.502,2.998,-1.385,2.042,1.662,-7.891,-9.47,-11.518,-11.99,-9.419,-1.532,-1.662,-14.205,-17.66,-22.786,-27.978,-25.765,-20.425,-24.379,-24.989,-27.385,-28.045,-28.477,-27.704,-25.02,-29.366,-29.724,-31.736,-32.802,-34.972,-32.968,-27.574,-33.799,-33.144,-34.296,-35.306,-35.472,-35.461,-28.595
Arizona,La Paz County,Retail & recreation,-62,-64.59805833333334,-10.306,-4.202,-12.693,-9.356,-3.415,-4.382,-10.03,-10.306,-2.654,-8.462,-12.267,-11.1,-17.328,-12.317,-16.196,-12.827,-13.096,-23.911,-34.366,-30.872,-40.47,-47.114,-51.309,-47.953,-48.861,-49.308,-53.975,-57.538,-62.482,-63.694,-58.833,-56.138,-55.072,-59.353,-58.242,-63.678,-66.348,-62.863,-58.217,-65.318,-61.942,-63.521,-64.598
Arizona,La Paz County,Grocery & pharmacy,-39,-40.891876666666676,-12.913,-8.275,-22.476,-7.87,-10.37,-13.191,-14.354,-16.357,-9.248,-15.56,-21.759,-13.669,-20.015,-8.202,-7.317,6.815,-4.322,-4.167,-16.497,-8.643,-19.685,-22.813,-23.851,-31.985,-29.167,-25.924,-26.838,-33.629,-34.866,-36.02,-38.468,-36.574,-34.879,-34.571,-37.73,-40.031,-43.322,-47.113,-37.5,-45.249,-39.119,-43.471,-40.892
Arizona,La Paz County,Parks,-67,-69.44444,6.076,-17.515,-29.499,-16.026,-9.566,-16.397,-6.076,-2.604,-23.046,-24.889,-37.059,-26.573,-43.403,-26.042,-21.701,-26.733,-35.03,-30.048,-48.895,-35.687,-43.403,-37.326,-46.091,-52.544,-47.075,-45.706,-47.261,-54.688,-47.743,-56.232,-43.326,-51.082,-49.957,-58.835,-55.556,-56.424,-67.294,-69.137,-62.099,-69.09,-63.657,-70.312,-69.444
Arizona,La Paz County,Transit stations,-51,-53.588638333333336,-13.849,-0.965,-6.354,-11.111,-9.573,-5.144,-4.44,-2.81,10.031,5.901,3.704,9.117,9.859,-5.635,-3.211,-7.33,-5.447,0.463,-7.978,-10.074,-31.25,-32.113,-42.438,-31.999,-28.009,-26.668,-32.793,-47.131,-45.761,-52.469,-37.446,-29.861,-27.58,-32.15,-51.571,-49.976,-56.134,-45.842,-36.806,-35.102,-37.08,-52.254,-53.589
Arizona,La Paz County,Workplace,-21,-21.84139833333333,-11.761,-1.877,2.451,-5.208,4.096,1.68,6.164,-3.36,2.815,-4.289,-8.681,-5.267,-15.681,-0.616,-1.68,-1.877,-4.289,-9.838,-14.63,-16.241,-15.409,-13.441,-12.2,-7.966,-17.94,-16.971,-28.002,-24.655,-22.681,-21.584,-23.284,-22.569,-21.653,-28.562,-21.573,-25.202,-24.399,-23.284,-27.199,-26.334,-27.442,-24.038,-21.841
