FIPS,hospitals,icu_beds,total_pop,60plus,
8103,2,0,6557,1362,
8105,1,0,11430,2857,
8107,1,4,24359,4914,
8109,0,0,6338,1917,
8111,0,0,569,164,
8113,0,0,7804,1475,
8115,1,0,2357,770,
8117,1,8,29722,5667,
8119,1,0,23769,6744,
8121,0,0,4809,1285,
8123,1,26,285729,48279,
8125,2,0,10109,2385,
9001,6,173,947328,197334,
9003,7,216,897417,201242,
9005,2,21,184454,50170,
9007,1,24,164110,41372,
9009,8,186,862127,194911,
9011,2,32,270772,63495,
9013,2,16,151596,31539,
9015,2,6,116674,25482,
10001,1,29,173145,36849,
10003,2,119,555036,112051,
10005,3,38,215551,71832,
11001,6,314,672391,113026,
12001,2,210,259865,47766,
12003,1,0,27537,5367,
12005,2,77,180117,40210,
12007,1,0,26775,6394,
12009,7,159,568183,170919,
12011,14,587,1890416,406732,
12013,1,0,14458,3483,
12015,3,51,173236,81236,
12017,2,40,141373,61636,
12019,2,28,203291,41495,
12021,2,73,356774,132129,
12023,2,27,68484,17039,
12027,1,8,35675,9739,
12029,0,0,16323,5078,
12031,7,412,912043,171837,
12033,3,120,309924,68143,
12035,1,18,105015,38651,
12037,1,0,11675,3127,
12039,1,0,46113,10880,
12041,0,0,17191,4554,
12043,0,0,13197,4162,
12045,1,0,16018,3954,
12047,0,0,14238,3247,
12049,1,0,27326,5531,
12051,1,3,39064,6808,
12053,2,44,179144,61882,
12055,2,38,100177,41387,
12057,8,432,1351087,257269,
12059,1,0,19483,4989,
12061,2,40,147981,57277,
12063,1,7,48571,12035,
12065,0,0,14085,4326,
12067,0,0,8684,1667,
12069,4,158,326215,107419,
12071,4,141,700165,239488,
12073,2,60,285890,49057,
12075,1,0,39713,12422,
12077,0,0,8347,1621,
12079,1,0,18518,4779,
12081,3,90,363542,120595,
12083,2,110,343778,119425,
12085,1,74,155719,57914,
12086,17,593,2702602,563748,
12087,3,14,76745,22310,
12089,1,0,78435,21894,
12091,3,57,197591,41694,
12093,1,8,40228,10230,
12095,3,388,1290216,206342,
12097,3,66,325168,57062,
12099,12,401,1426772,414928,
12101,6,166,498136,142985,
12103,10,279,949842,293786,
12105,5,145,652256,169578,
12107,1,10,72435,21116,
12109,1,47,226578,57092,
12111,2,69,298763,87591,
12113,3,16,166778,34353,
12115,4,118,404839,174026,
12117,2,38,449260,92794,
12119,0,0,116754,74936,
12121,1,0,43814,11617,
12123,1,6,22350,5833,
12125,1,0,15300,3196,
12127,5,148,518660,160876,
12129,0,0,31586,6317,
12131,2,28,63457,16604,
12133,1,0,24472,5555,
13001,1,3,18471,4208,
13003,0,0,8313,1451,
13005,1,4,11279,2329,
13007,0,0,3251,919,
13009,1,12,45527,9287,
13011,0,0,18363,4207,
13013,1,6,75099,12454,
13015,1,21,102623,18389,
13017,1,5,17272,3982,
13019,1,0,19014,4266,
13021,3,117,153923,31993,
13023,1,0,12779,2860,
13025,0,0,18411,3792,
13027,1,0,15629,4099,
13029,0,0,34883,4985,
13031,1,24,73742,11463,
13033,1,0,22645,4540,
13035,1,0,23556,4813,
13037,0,0,6503,1362,
13039,1,5,52252,8503,
13043,1,6,10894,2476,
13045,2,18,114898,20423,
13047,1,0,65870,14752,
13049,0,0,12963,2473,
13051,3,78,285506,56014,
13053,0,0,11096,645,
13055,0,0,24880,5705,
13057,1,15,235896,42210,
13059,2,104,123554,17345,
13061,0,0,3024,937,
13063,1,34,274150,36959,
13065,1,0,6788,1466,
13067,2,119,739072,120689,
13069,1,10,43048,7860,
13071,2,10,45890,8918,
13073,0,0,143723,26092,
13075,1,0,17190,3527,
13077,2,19,138015,25269,
13079,0,0,12385,2798,
13081,1,16,23005,5331,
13083,0,0,16282,4079,
13085,0,0,23397,6208,
13087,1,10,27023,5831,
13089,3,168,736066,121505,
13091,1,6,21063,4726,
13093,1,0,14053,3522,
13095,1,50,91522,18997,
13097,1,8,140152,22028,
13099,1,0,10405,2739,
13101,0,0,4011,681,
13103,1,0,57087,9061,
13105,1,4,19288,5092,
13107,1,8,22502,4782,
13109,1,0,10757,2260,
13111,1,5,24480,8800,
13113,1,37,110306,25277,
13115,2,65,96471,20941,
13117,1,24,211300,33215,
13119,1,8,22328,5691,
13121,7,538,1010420,159840,
13123,0,0,29614,9166,
13125,0,0,3027,713,
13127,1,24,83467,20679,
13129,1,8,56424,10941,
13131,1,4,25048,5593,
13133,1,0,16732,6034,
13135,3,82,889954,122430,
13137,1,4,43878,10665,
13139,1,85,192865,36793,
13141,0,0,8667,2435,
13143,1,0,28722,6357,
13145,0,0,33198,7948,
13147,0,0,25535,7015,
13149,0,0,11607,2692,
13151,1,40,217506,34127,
13153,2,36,150341,25522,
13155,1,0,9278,2170,
13157,1,0,63851,12724,
13159,1,0,13732,3116,
13161,1,4,14999,3219,
13163,1,0,15954,3828,
13165,1,0,8929,2049,
13167,0,0,9800,2334,
13169,0,0,28540,6333,
13171,0,0,18282,3955,
13173,1,0,10388,1972,
13175,1,16,47451,10610,
13177,0,0,29216,4964,
13179,1,0,62120,7447,
13181,0,0,7768,2318,
13183,0,0,17857,2398,
13185,1,48,113941,17921,
13187,0,0,31567,7478,
13189,1,0,21488,4855,
13191,0,0,14061,4475,
13193,0,0,13675,2925,
13195,0,0,28600,6721,
13197,0,0,8558,2190,
13199,1,0,21152,5261,
13201,1,0,5884,1561,
13205,1,0,22574,4919,
13207,1,0,26795,6594,
13209,0,0,8962,1891,
13211,1,0,18013,4678,
13213,1,0,39444,7520,
13215,3,61,198647,34483,
13217,1,10,105042,18455,
13219,0,0,35972,7602,
13221,0,0,14654,3441,
13223,1,8,152399,21365,
13225,1,0,27027,5201,
13227,1,6,30343,8464,
13229,0,0,19141,4228,
13231,0,0,17919,3658,
13233,1,0,41444,8705,
13235,1,6,11396,2806,
13237,1,0,21430,6275,
13239,0,0,2140,913,
13241,1,0,16354,5564,
13243,1,0,7206,2258,
13245,3,264,201568,38152,
13247,1,16,88482,17124,
13249,0,0,5168,1100,
13251,1,0,14037,3450,
13253,1,0,8549,2541,
13255,1,22,64192,14777,
13257,1,6,25625,6327,
13259,0,0,5832,1209,
13261,1,10,30687,6539,
13263,0,0,6423,2045,
13265,0,0,1844,511,
13267,1,0,25402,4769,
13269,0,0,8267,2020,
13271,0,0,16339,3802,
13273,0,0,8978,2148,
13275,1,35,44909,10319,
13277,1,20,40531,8091,
13279,1,8,27160,5815,
13281,1,0,11173,4566,
13283,0,0,6752,1666,
13285,1,20,69433,13380,
13287,0,0,8036,2004,
13289,0,0,8323,2395,
13291,1,5,22262,8856,
13293,1,28,26241,6294,
13295,0,0,68609,16583,
13297,1,7,88695,17821,
13299,1,22,35688,7974,
13301,0,0,5410,1586,
13303,1,0,20506,4483,
13305,1,12,29833,6149,
13307,0,0,2627,671,
13309,0,0,7952,1550,
13311,0,0,28509,7553,
13313,1,34,103963,18625,
13315,0,0,8896,1960,
13317,1,0,9905,2863,
13319,0,0,9147,2285,
13321,1,0,20809,5131,
15001,6,24,196325,52582,
15003,8,148,990060,218287,
15005,0,0,86,27,
15007,3,9,71093,18043,
15009,4,20,164094,37939,
16001,3,105,435117,80856,
16003,0,0,3946,1513,
16005,1,20,84113,15750,
16007,1,0,5942,1565,
16009,1,0,9050,2780,
16011,2,5,45369,8667,
16013,1,0,21583,5080,
16015,0,0,6968,2461,
16017,1,4,41855,13317,
16019,2,35,110404,20000,
16021,1,0,11323,3394,
16023,1,0,2613,807,
16025,0,0,886,267,
16027,3,41,207027,36810,
16029,1,0,6862,1645,
16031,1,6,23472,4324,
16033,0,0,1055,184,
16035,1,0,8533,3035,
16037,0,0,4141,1641,
16039,1,0,26232,4586,
16041,1,0,13120,2458,
16043,0,0,12889,2942,
16045,1,0,16850,4887,
16047,1,0,15110,3215,
16049,2,0,16275,5638,
16051,0,0,27410,4382,
16053,1,0,23039,4145,
16055,2,55,150128,36910,
16057,1,0,38697,6552,
16059,1,0,7755,2895,
16061,0,0,3824,1252,
16063,0,0,5296,973,
16065,1,4,38241,3374,
16067,1,0,20448,4407,
16069,1,9,40014,10185,
16071,1,0,4284,1060,
16073,0,0,11384,2589,
16075,0,0,22839,5298,
16077,1,0,7667,1593,
16079,1,0,12490,3745,
16081,1,0,10776,1500,
16083,1,30,82248,16621,
16085,2,0,10104,3660,
16087,1,0,9996,3185,
17001,1,25,66787,16968,
17003,0,0,6776,1841,
17005,1,0,17034,4097,
17007,0,0,53638,10544,
17009,0,0,6791,1260,
17011,2,9,33619,9368,
17013,0,0,4897,1471,
17015,0,0,14704,4653,
17017,0,0,12880,2896,
17019,2,51,207946,35016,
17021,2,0,33562,8376,
17023,0,0,15924,4021,
17025,1,0,13393,3767,
17027,1,4,37640,8553,
17029,1,9,52540,11175,
17031,46,1606,5238541,1005046,
17033,1,0,19214,4912,
17035,0,0,10899,2730,
17037,2,16,104473,16887,
17039,1,0,16176,3995,
17041,0,0,19830,4574,
17043,6,257,931826,189208,
17045,1,0,17603,4908,
17047,0,0,6570,1759,
17049,1,10,34164,8041,
17051,1,4,21980,5172,
17053,1,2,13470,3522,
17055,1,0,39302,10199,
17057,1,5,35733,9382,
17059,0,0,5226,1526,
17061,1,0,13311,3320,
17063,1,8,50333,9077,
17065,1,0,8259,2379,
17067,1,0,18264,5387,
17069,1,0,4161,1198,
17071,0,0,6927,2225,
17073,2,3,49649,12932,
17075,1,0,28457,8008,
17077,2,21,59115,11301,
17079,0,0,9608,2496,
17081,2,22,38358,9508,
17083,1,4,22215,5642,
17085,1,0,22046,7704,
17087,0,0,12899,3202,
17089,5,103,529402,93411,
17091,2,56,110801,23667,
17093,0,0,122933,16292,
17095,2,18,51374,13829,
17097,6,108,704476,131932,
17099,3,13,111151,27315,
17101,1,0,16457,3784,
17103,1,6,34670,8585,
17105,1,5,36812,9046,
17107,1,0,29488,7086,
17109,1,7,31597,7097,
17111,2,33,308043,58774,
17113,2,30,173231,29727,
17115,2,65,107587,27263,
17117,2,0,45960,12200,
17119,5,58,266153,60531,
17121,2,9,38305,9723,
17123,0,0,11925,3583,
17125,1,0,13904,3948,
17127,1,0,14594,3963,
17129,0,0,12416,3156,
17131,1,0,15794,4395,
17133,0,0,33739,7670,
17135,2,0,29173,7326,
17137,1,9,34442,8786,
17139,0,0,14711,3592,
17141,1,4,51619,12307,
17143,3,107,186145,40675,
17145,2,0,21467,5195,
17147,1,0,16433,4034,
17149,1,0,15930,4190,
17151,0,0,4360,1604,
17153,0,0,5691,1566,
17155,0,0,5771,1655,
17157,3,0,32829,8130,
17159,1,8,15953,4167,
17161,2,58,146205,35994,
17163,4,42,264433,54566,
17165,2,0,24430,6376,
17167,2,99,198134,45191,
17169,1,0,7181,2052,
17171,0,0,5109,1345,
17173,1,0,21906,6197,
17175,0,0,5551,1581,
17177,1,8,45839,13432,
17179,2,8,134695,31973,
17181,1,0,17267,4624,
17183,2,12,79207,19371,
17185,1,4,11568,3004,
17187,1,0,17429,4147,
17189,1,0,14260,3641,
17191,1,4,16569,4419,
17193,0,0,14186,3906,
17195,2,9,56823,14999,
17197,3,92,687727,116816,
17199,2,26,67477,16353,
17201,3,87,287512,65218,
17203,1,0,38942,8978,
18001,1,4,35018,7140,
18003,6,170,367747,70976,
18005,1,17,81024,16862,
18007,0,0,8685,2012,
18009,1,0,12214,3332,
18011,1,8,63013,11259,
18013,0,0,15007,4827,
18015,0,0,19994,5056,
18017,1,5,38248,8878,
18019,1,25,114893,23978,
18021,1,0,26375,6400,
18023,1,0,32455,7149,
18025,0,0,10598,2693,
18027,1,5,32777,6611,
18029,1,8,49564,11201,
18031,1,0,26480,5924,
18033,1,8,42524,9197,
18035,1,36,115938,25540,
18037,1,26,42379,9945,
18039,2,35,202924,38669,
18041,1,20,23426,6065,
18043,2,16,76481,16661,
18045,0,0,16620,4359,
18047,1,7,22835,5422,
18049,1,4,20296,5248,
18051,1,5,33596,7576,
18053,1,19,67615,16678,
18055,1,5,32431,8315,
18057,5,10,309687,49209,
18059,1,24,72776,15514,
18061,1,4,39450,9441,
18063,3,39,158170,28822,
18065,1,10,48649,12162,
18067,2,13,82457,20461,
18069,1,0,36520,8144,
18071,1,7,43779,9380,
18073,1,4,33448,7509,
18075,1,0,21107,5031,
18077,1,6,32293,7164,
18079,1,0,27840,6079,
18081,1,6,149359,29234,
18083,1,30,37763,8735,
18085,1,14,78720,16785,
18087,1,0,38720,7291,
18089,9,188,488694,104898,
18091,2,34,110839,25713,
18093,2,6,45669,11750,
18095,3,21,129641,30680,
18097,9,526,939964,160942,
18099,2,7,46752,10866,
18101,0,0,10219,2501,
18103,1,4,36035,7957,
18105,2,38,144436,23773,
18107,1,5,38288,8814,
18109,1,10,69533,15510,
18111,0,0,14056,3390,
18113,1,0,47421,9969,
18115,0,0,5911,1568,
18117,1,0,19623,4677,
18119,0,0,20957,5415,
18121,0,0,17062,4098,
18123,1,4,19229,4691,
18125,0,0,12471,3271,
18127,1,32,167391,36197,
18129,0,0,25599,6134,
18131,1,0,12761,3245,
18133,1,6,37543,8058,
18135,1,0,25203,6468,
18137,0,0,28372,6402,
18139,1,0,16765,4040,
18141,3,74,268613,57385,
18143,1,4,23722,5247,
18145,1,0,44339,10052,
18147,0,0,20610,5172,
18149,1,1,22966,5553,
18151,1,2,34459,8776,
18153,1,4,20900,4547,
18155,0,0,10617,2474,
18157,2,30,186081,28594,
18159,1,0,15290,3910,
18161,0,0,7225,1800,
18163,2,154,181831,40560,
18165,1,6,15644,4085,
18167,2,54,107723,22306,
18169,1,0,31848,8461,
18171,1,0,8269,2214,
18173,2,24,61581,13734,
18175,1,0,27807,6355,
18177,1,30,66972,16958,
18179,1,7,27832,6613,
18181,1,0,24279,6402,
18183,1,0,33481,8060,
19001,1,0,7192,2161,
19003,1,0,3785,1142,
19005,1,0,13940,4004,
19007,1,3,12547,3759,
19009,1,0,5711,1817,
19011,1,0,25646,5969,
19013,3,24,132960,28271,
19015,1,3,26381,6491,
19017,2,0,24741,6207,
19019,1,0,21101,4777,
19021,1,5,20369,4287,
19023,0,0,14822,4297,
19025,1,2,9814,3002,
19027,2,6,20428,5287,
19029,1,4,13327,3898,
19031,0,0,18368,4727,
19033,1,18,43134,12003,
19035,1,0,11577,3637,
19037,1,0,12140,3281,
19039,1,0,9267,2256,
19041,1,0,16387,4559,
19043,2,0,17711,5374,
19045,2,10,47587,12082,
19047,1,0,17131,3829,
19049,1,0,80864,12950,
19051,1,0,8834,2110,
19053,1,0,8105,2081,
19055,1,0,17326,4418,
19057,1,12,39876,10621,
19059,1,3,17000,5604,
19061,3,18,96571,22155,
19063,1,0,9661,2546,
19065,2,0,20139,5519,
19067,1,0,15904,4425,
19069,1,0,10326,2904,
19071,1,0,6985,2030,
19073,1,4,9046,2584,
19075,1,0,12354,3350,
19077,1,0,10664,3168,
19079,1,0,15201,4022,
19081,1,0,10971,3061,
19083,1,0,17239,4835,
19085,1,0,14196,3779,
19087,1,0,19865,4736,
19089,1,0,9321,2496,
19091,1,0,9586,2548,
19093,1,0,6965,2010,
19095,1,0,16231,3976,
19097,1,0,19409,5316,
19099,1,4,36789,9289,
19101,1,0,17945,5327,
19103,2,95,144425,21650,
19105,1,0,20468,5304,
19107,1,0,10223,2899,
19109,1,0,15166,4508,
19111,2,10,34785,9123,
19113,2,44,220008,45693,
19115,0,0,11238,2610,
19117,1,0,8600,2459,
19119,1,0,11745,2710,
19121,1,0,15720,3468,
19123,1,0,22301,5458,
19125,2,3,33127,7804,
19127,1,0,40476,9549,
19129,0,0,14933,3584,
19131,1,0,10663,2990,
19133,1,0,8865,2842,
19135,1,0,7912,1998,
19137,1,8,10239,2863,
19139,1,5,42923,9608,
19141,2,0,13944,3787,
19143,1,0,6149,1621,
19145,2,2,15393,4507,
19147,1,0,9110,2512,
19149,1,0,25027,6126,
19151,1,0,6972,2100,
19153,4,112,467235,81860,
19155,2,29,93287,21265,
19157,1,5,18428,4687,
19159,1,0,4986,1529,
19161,1,0,9936,2963,
19163,2,46,171493,36851,
19165,1,0,11772,3381,
19167,4,0,34692,6858,
19169,2,14,95888,14980,
19171,0,0,17236,4455,
19173,0,0,6214,1749,
19175,1,4,12497,3366,
19177,1,0,7308,2036,
19179,1,11,35321,8335,
19181,0,0,48630,10113,
19183,1,0,22095,5388,
19185,1,0,6405,1872,
19187,1,8,36945,8966,
19189,0,0,10545,3095,
19191,1,0,20575,5243,
19193,2,33,102397,20666,
19195,0,0,7502,1990,
19197,2,0,12864,3778,
20001,1,0,12752,3383,
20003,1,0,7840,2090,
20005,1,4,16466,3518,
20007,2,0,4905,1307,
20009,3,4,27067,6712,
20011,0,0,14757,3661,
20013,1,0,9736,2486,
20015,2,16,66260,13403,
20017,0,0,2665,837,
20019,1,0,3425,1156,
20021,2,0,20501,5088,
20023,1,0,2677,911,
20025,1,0,2089,587,
20027,1,0,8203,2413,
20029,1,0,9191,2463,
20031,0,0,8328,2233,
20033,1,0,1741,582,
20035,2,4,35732,8333,
20037,2,12,39099,7956,
20039,1,0,2891,989,
20041,2,0,19162,4867,
20043,0,0,7790,2038,
20045,1,10,117806,18450,
20047,1,0,2946,782,
20049,0,0,2581,935,
20051,1,34,28877,5912,
20053,1,0,6331,1772,
20055,1,8,37097,5555,
20057,2,10,34658,5103,
20059,1,5,25599,5593,
20061,1,6,35796,3964,
20063,1,0,2632,882,
20065,1,0,2561,862,
20067,1,0,7716,1303,
20069,0,0,6004,1227,
20071,1,0,1210,371,
20073,1,0,6227,2057,
20075,1,0,2621,455,
20077,1,0,5746,1672,
20079,1,6,34683,8619,
20081,1,0,4081,804,
20083,1,0,1875,577,
20085,1,0,13322,3473,
20087,1,0,18856,4716,
20089,1,0,2963,1107,
20091,9,110,578797,110038,
20093,1,0,3931,755,
20095,1,0,7576,2096,
20097,1,0,2524,729,
20099,2,5,20553,5125,
20101,1,0,1702,442,
20103,2,10,79359,15061,
20105,1,0,3121,944,
20107,0,0,9602,2635,
20109,1,0,2790,840,
20111,1,6,33302,6409,
20113,3,7,28792,7540,
20115,2,0,12087,3564,
20117,1,0,9859,2826,
20119,1,0,4295,1016,
20121,1,0,32976,7544,
20123,1,4,6230,1776,
20125,1,7,33463,8712,
20127,1,0,5605,1854,
20129,1,0,2931,666,
20131,2,0,10095,2619,
20133,1,5,16209,4042,
20135,2,0,3001,969,
20137,1,0,5527,1317,
20139,0,0,15894,4124,
20141,1,0,3684,1175,
20143,1,0,5957,1490,
20145,1,0,6776,1864,
20147,1,0,5446,1631,
20149,2,0,23188,4546,
20151,1,6,9670,2512,
20153,1,0,2520,865,
20155,2,20,63360,15902,
20157,1,0,4705,1745,
20159,1,0,9868,2499,
20161,2,8,75696,8478,
20163,1,0,5148,1392,
20165,1,0,3119,974,
20167,1,0,6987,2235,
20169,2,18,55334,12413,
20171,1,0,4981,1338,
20173,6,236,510484,97508,
20175,1,8,22948,3309,
20177,2,52,178392,41511,
20179,1,0,2497,725,
20181,1,0,5999,1592,
20183,1,0,3693,1327,
20185,1,0,4251,1151,
20187,1,0,2107,490,
20189,1,0,5741,1076,
20191,2,0,23336,5525,
20193,1,1,7847,1833,
20195,1,0,2899,892,
20197,0,0,6918,1733,
20199,0,0,1591,421,
20201,2,0,5572,1719,
20203,1,0,2157,537,
20205,2,0,8858,2497,
20207,0,0,3178,1025,
20209,2,145,163227,27635,
21001,1,0,19304,4558,
21003,1,0,20628,4783,
21005,0,0,22017,4689,
21007,0,0,8152,2211,
21009,1,10,43418,9933,
21011,0,0,12189,2815,
21013,2,7,27469,6714,
21015,1,18,127682,22880,
21017,1,4,20017,4949,
21019,2,50,48486,12601,
21021,1,22,29773,7324,
21023,0,0,8330,1834,
21025,1,4,13276,2950,
21027,1,0,19991,5162,
21029,0,0,78622,16484,
21031,0,0,12735,3036,
21033,1,0,12747,3148,
21035,1,10,38616,8253,
21037,1,21,91804,19251,
21039,0,0,4890,1333,
21041,1,0,10695,2153,
21043,0,0,27385,6600,
21045,1,0,15805,4012,
21047,1,18,72438,11300,
21049,1,8,35757,8552,
21051,1,6,20866,4137,
21053,1,0,10208,2661,
21055,1,0,9154,2418,
21057,1,0,6744,1807,
21059,1,32,99258,22152,
21061,0,0,12063,3138,
21063,0,0,7533,1799,
21065,1,0,14382,3491,
21067,4,260,315109,55235,
21069,1,3,14515,3347,
21071,3,16,37447,8825,
21073,1,10,49969,11999,
21075,0,0,6259,1667,
21077,0,0,8652,1693,
21079,0,0,17226,4077,
21081,1,0,24800,4489,
21083,1,8,37259,8947,
21085,1,6,26129,6066,
21087,1,0,11044,3113,
21089,0,0,36012,9521,
21091,0,0,8700,1996,
21093,1,20,107699,19472,
21095,1,7,27548,6579,
21097,1,6,18630,4370,
21099,1,0,18531,4124,
21101,1,12,46252,10871,
21103,0,0,15677,3627,
21105,0,0,4625,1387,
21107,1,19,45985,11048,
21109,0,0,13369,3018,
21111,4,366,764378,161771,
21113,0,0,51667,10163,
21115,1,6,23064,5441,
21117,1,54,163987,31245,
21119,0,0,15690,3700,
21121,1,4,31424,7187,
21123,0,0,14102,3193,
21125,1,14,59901,12999,
21127,1,6,15844,3685,
21129,0,0,6717,1622,
21131,1,0,10648,2421,
21133,1,6,23011,5498,
21135,0,0,13565,3211,
21137,1,0,24413,5718,
21139,1,0,9288,2565,
21141,1,6,26847,6256,
21143,0,0,8268,2744,
21145,2,58,65285,16639,
21147,0,0,17748,3649,
21149,0,0,9361,2342,
21151,2,12,88376,16155,
21153,0,0,12783,2681,
21155,1,6,19335,4112,
21157,1,4,31177,8929,
21159,0,0,12175,2520,
21161,1,5,17167,4041,
21163,0,0,28452,5153,
21165,0,0,6381,1692,
21167,1,4,21378,5365,
21169,0,0,9990,2518,
21171,1,0,10645,2575,
21173,1,4,27550,5851,
21175,1,0,13281,3148,
21177,1,6,31153,7703,
21179,1,4,45131,9073,
21181,0,0,7061,1716,
21183,1,4,24062,5824,
21185,1,8,64633,11255,
21187,0,0,10686,2733,
21189,0,0,4497,1077,
21191,0,0,14530,2966,
21193,1,32,27329,6143,
21195,2,76,61586,14290,
21197,0,0,12349,2502,
21199,1,38,63974,15846,
21201,0,0,2161,601,
21203,1,0,16815,4047,
21205,1,10,24392,4411,
21207,1,2,17731,4680,
21209,1,6,52322,8436,
21211,1,4,45831,9425,
21213,1,0,17881,3934,
21215,0,0,18012,3154,
21217,1,8,25406,5890,
21219,0,0,12377,2555,
21221,1,0,14286,4271,
21223,0,0,8697,2046,
21225,1,0,14915,3262,
21227,2,52,123824,21484,
21229,0,0,11999,2857,
21231,1,0,20692,5282,
21233,0,0,13180,3120,
21235,1,10,36027,8053,
21237,0,0,7251,1797,
21239,1,0,25817,6129,
22001,2,4,62607,12138,
22003,2,3,25667,4916,
22005,1,0,119129,18726,
22007,1,0,22881,5211,
22009,2,2,41095,9096,
22011,1,6,36598,7788,
22013,1,0,13806,3706,
22015,0,0,125698,23653,
22017,5,107,251069,54633,
22019,5,75,198753,39284,
22021,2,0,10000,2320,
22023,1,0,6806,1649,
22025,0,0,10044,2388,
22027,1,4,16296,3960,
22029,1,5,20211,4548,
22031,1,0,27164,6289,
22033,7,124,446167,81150,
22035,1,0,7318,1369,
22037,0,0,19553,4704,
22039,2,24,33750,6942,
22041,1,6,20388,4672,
22043,0,0,22305,4423,
22045,1,11,73346,14679,
22047,0,0,33122,6966,
22049,1,0,15952,3997,
22051,5,215,437038,96599,
22053,1,5,31405,6940,
22055,7,80,238230,41592,
22057,3,21,98112,19612,
22059,2,0,14930,3353,
22061,1,17,47536,8335,
22063,0,0,137096,24235,
22065,1,0,11616,2251,
22067,1,12,26290,6321,
22069,1,8,39051,8279,
